,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1277.8923,1007.1522,9,1.8801
1,Pakistan,S8_G2,6,Super 8 stage,956.5949,812.9495,7,1.2825
2,Ireland,A,4,Group stage,506.0841,498.3348,4,0.1211
3,Canada,A,0,Group stage,381.5643,670.2777,4,-4.5111
4,United States of America,A,2,Group stage,437.8557,540.5217,4,-1.6042
5,England,S8_G2,12,Semifinalist,1145.2851,968.0905,8,1.3843
6,Australia,S8_G1,12,Finalist,1250.8055,1065.3118,9,1.2882
7,Namibia,B,2,Group stage,439.922,538.8768,4,-1.5462
8,Scotland,B,2,Group stage,466.4123,558.3873,4,-1.4371
9,Oman,B,2,Group stage,447.5589,569.8716,4,-1.9111
10,New Zealand,S8_G1,10,Super 8 stage,1037.7878,775.6495,7,2.3405
11,West Indies,S8_G2,10,Semifinalist,1222.9125,997.5877,8,1.7604
12,Afghanistan,C,4,Group stage,577.3914,592.2299,4,-0.2319
13,Uganda,C,0,Group stage,442.7981,747.4417,4,-4.7601
14,Papua New Guinea,C,2,Group stage,487.9868,651.7736,4,-2.5592
15,South Africa,S8_G2,10,Super 8 stage,960.1828,867.9173,7,0.8238
16,Sri Lanka,D,4,Group stage,536.9696,485.375,4,0.8062
17,Bangladesh,S8_G1,6,Super 8 stage,850.5756,834.0265,7,0.1478
18,Netherlands,D,2,Group stage,485.7376,547.956,4,-0.9722
19,Nepal,D,0,Group stage,425.467,608.053,4,-2.8529
