,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1261.495,1004.0142,9,1.7881
1,Pakistan,S8_G2,6,Super 8 stage,922.3128,821.0242,7,0.9044
2,Ireland,A,4,Group stage,526.0666,472.9557,4,0.8299
3,Canada,A,0,Group stage,384.5024,647.9468,4,-4.1163
4,United States of America,A,2,Group stage,421.754,545.7547,4,-1.9375
5,England,S8_G2,12,Semifinalist,1144.8656,963.5982,8,1.4162
6,Australia,S8_G1,12,Finalist,1261.0063,1071.7021,9,1.3146
7,Namibia,B,4,Group stage,475.6612,548.0099,4,-1.1304
8,Scotland,B,2,Group stage,474.4224,551.3868,4,-1.2026
9,Oman,B,0,Group stage,416.7286,590.542,4,-2.7158
10,New Zealand,S8_G1,10,Super 8 stage,1055.9798,770.0557,7,2.5529
11,West Indies,S8_G2,10,Semifinalist,1220.1332,964.216,8,1.9994
12,Afghanistan,C,4,Group stage,587.9533,584.3272,4,0.0567
13,Uganda,C,0,Group stage,421.3249,772.5031,4,-5.4872
14,Papua New Guinea,C,2,Group stage,496.1665,667.9444,4,-2.684
15,South Africa,S8_G2,10,Super 8 stage,917.6866,867.5436,7,0.4477
16,Sri Lanka,S8_G1,6,Super 8 stage,883.4599,879.7115,7,0.0335
17,Bangladesh,D,4,Group stage,529.1428,450.9582,4,1.2216
18,Netherlands,D,2,Group stage,502.8837,532.5299,4,-0.4632
19,Nepal,D,0,Group stage,421.617,618.4384,4,-3.0753
