,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1251.525,998.0287,9,1.7604
1,Pakistan,S8_G2,8,Super 8 stage,955.1826,808.2743,7,1.3117
2,Ireland,A,4,Group stage,523.5249,477.1892,4,0.724
3,Canada,A,0,Group stage,396.527,679.8143,4,-4.4264
4,United States of America,A,2,Group stage,435.6918,556.5345,4,-1.8882
5,England,S8_G2,14,Finalist,1279.5837,1083.6223,9,1.3608
6,Australia,S8_G1,10,Super 8 stage,985.8497,798.8038,7,1.6701
7,Namibia,B,2,Group stage,453.7114,535.1981,4,-1.2732
8,Scotland,B,4,Group stage,475.0742,540.9527,4,-1.0294
9,Oman,B,0,Group stage,409.2078,594.8211,4,-2.9002
10,New Zealand,S8_G1,10,Semifinalist,1169.4596,919.4362,8,1.9533
11,West Indies,S8_G2,10,Semifinalist,1243.693,983.6101,8,2.0319
12,Afghanistan,C,4,Group stage,584.5325,616.493,4,-0.4994
13,Uganda,C,0,Group stage,435.5046,745.8168,4,-4.8486
14,Papua New Guinea,C,2,Group stage,482.8865,638.9535,4,-2.4385
15,South Africa,S8_G2,8,Super 8 stage,958.3378,886.2605,7,0.6435
16,Sri Lanka,D,4,Group stage,530.1911,482.0704,4,0.7519
17,Bangladesh,S8_G1,6,Super 8 stage,848.1788,840.572,7,0.0679
18,Netherlands,D,2,Group stage,504.2625,545.2807,4,-0.6409
19,Nepal,D,0,Group stage,424.7319,615.9242,4,-2.9874
