,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1269.428,1001.1822,9,1.8628
1,Pakistan,S8_G2,6,Super 8 stage,947.547,823.8941,7,1.104
2,Ireland,A,4,Group stage,520.7442,474.8991,4,0.7163
3,Canada,A,0,Group stage,363.4552,706.3312,4,-5.3574
4,United States of America,A,2,Group stage,449.8432,522.5494,4,-1.136
5,England,S8_G2,12,Semifinalist,1135.6315,951.1059,8,1.4416
6,Australia,S8_G1,10,Super 8 stage,1000.6405,811.9059,7,1.6851
7,Namibia,B,0,Group stage,453.4196,561.6871,4,-1.6917
8,Scotland,B,4,Group stage,480.813,554.684,4,-1.1542
9,Oman,B,2,Group stage,445.6869,595.4739,4,-2.3404
10,New Zealand,S8_G1,10,Finalist,1297.5276,1025.5306,9,1.8889
11,West Indies,S8_G2,12,Semifinalist,1220.854,957.5858,8,2.0568
12,Afghanistan,C,2,Group stage,547.0554,614.5046,4,-1.0539
13,Uganda,C,0,Group stage,435.4076,760.0158,4,-5.072
14,Papua New Guinea,C,4,Group stage,527.2964,641.5465,4,-1.7852
15,South Africa,S8_G2,10,Super 8 stage,946.8549,866.6606,7,0.716
16,Sri Lanka,S8_G1,6,Super 8 stage,867.0431,884.0707,7,-0.152
17,Bangladesh,D,4,Group stage,512.8906,456.387,4,0.8829
18,Netherlands,D,2,Group stage,494.803,538.1053,4,-0.6766
19,Nepal,D,0,Group stage,429.6839,598.5059,4,-2.6378
