,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Finalist,1238.6268,1019.8082,9,1.5196
1,Pakistan,S8_G2,6,Super 8 stage,943.9304,822.9521,7,1.0802
2,Ireland,A,4,Group stage,523.2205,468.7523,4,0.8511
3,Canada,A,0,Group stage,385.6445,676.3417,4,-4.5421
4,United States of America,A,2,Group stage,456.7035,558.7511,4,-1.5945
5,England,S8_G2,14,Semifinalist,1140.5857,973.2469,8,1.3073
6,Australia,S8_G1,8,Super 8 stage,979.5797,816.2035,7,1.4587
7,Namibia,B,4,Group stage,451.0005,534.8103,4,-1.3095
8,Scotland,B,2,Group stage,473.5587,559.1248,4,-1.337
9,Oman,B,0,Group stage,438.8055,570.2511,4,-2.0538
10,New Zealand,S8_G1,12,Champion,1302.7175,1041.6219,9,1.8132
11,West Indies,S8_G2,12,Semifinalist,1238.8581,977.1959,8,2.0442
12,Afghanistan,C,4,Group stage,563.6658,621.9478,4,-0.9107
13,Uganda,C,0,Group stage,445.645,750.2584,4,-4.7596
14,Papua New Guinea,C,2,Group stage,515.3446,636.9548,4,-1.9002
15,South Africa,S8_G2,10,Super 8 stage,951.7,854.8137,7,0.8651
16,Sri Lanka,D,4,Group stage,537.943,493.8119,4,0.6895
17,Bangladesh,S8_G1,6,Super 8 stage,862.0198,843.2598,7,0.1675
18,Netherlands,D,2,Group stage,496.2586,544.9744,4,-0.7612
19,Nepal,D,0,Group stage,434.5085,615.2363,4,-2.8239
