,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1264.254,1015.8932,9,1.7247
1,Pakistan,S8_G2,8,Super 8 stage,947.5604,805.1591,7,1.2714
2,Ireland,A,4,Group stage,502.9962,471.9451,4,0.4852
3,Canada,A,0,Group stage,381.4376,653.6541,4,-4.2534
4,United States of America,A,2,Group stage,437.3272,555.461,4,-1.8458
5,England,S8_G2,14,Semifinalist,1150.4879,963.0922,8,1.464
6,Australia,S8_G1,10,Finalist,1236.3196,1058.785,9,1.2329
7,Namibia,B,4,Group stage,460.2299,542.8067,4,-1.2903
8,Scotland,B,2,Group stage,475.0664,547.064,4,-1.125
9,Oman,B,0,Group stage,419.7814,596.8018,4,-2.7659
10,New Zealand,S8_G1,8,Super 8 stage,1059.3007,783.4636,7,2.4628
11,West Indies,S8_G2,12,Semifinalist,1209.2243,989.7632,8,1.7145
12,Afghanistan,C,4,Group stage,565.8425,596.5868,4,-0.4804
13,Uganda,C,0,Group stage,446.0741,762.3125,4,-4.9412
14,Papua New Guinea,C,2,Group stage,501.5372,637.5452,4,-2.1251
15,South Africa,S8_G2,8,Super 8 stage,973.2126,868.8639,7,0.9317
16,Sri Lanka,D,4,Group stage,539.9153,477.4208,4,0.9765
17,Bangladesh,S8_G1,6,Super 8 stage,860.9386,835.4857,7,0.2273
18,Netherlands,D,2,Group stage,512.04,551.3678,4,-0.6145
19,Nepal,D,0,Group stage,417.1602,647.2343,4,-3.5949
