,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1247.2689,1002.339,9,1.7009
1,Pakistan,S8_G2,8,Super 8 stage,967.8802,808.2725,7,1.4251
2,Ireland,A,4,Group stage,512.1175,476.7354,4,0.5528
3,Canada,A,0,Group stage,382.2857,669.3248,4,-4.485
4,United States of America,A,2,Group stage,434.8785,570.9542,4,-2.1262
5,England,S8_G2,14,Finalist,1272.5207,1082.2448,9,1.3214
6,Australia,S8_G1,10,Super 8 stage,978.6312,801.4242,7,1.5822
7,Namibia,B,4,Group stage,467.1538,534.4278,4,-1.0512
8,Scotland,B,2,Group stage,475.7545,562.71,4,-1.3587
9,Oman,B,0,Group stage,429.2553,597.7305,4,-2.6324
10,New Zealand,S8_G1,10,Semifinalist,1172.556,911.114,8,2.0425
11,West Indies,S8_G2,10,Semifinalist,1217.4743,975.5133,8,1.8903
12,Afghanistan,C,4,Group stage,594.2876,585.6884,4,0.1344
13,Uganda,C,0,Group stage,424.2125,768.2229,4,-5.3752
14,Papua New Guinea,C,2,Group stage,488.6914,628.9844,4,-2.1921
15,South Africa,S8_G2,8,Super 8 stage,944.2213,862.5236,7,0.7294
16,Sri Lanka,D,4,Group stage,533.1663,488.9752,4,0.6905
17,Bangladesh,S8_G1,6,Super 8 stage,856.8421,830.3572,7,0.2365
18,Netherlands,D,2,Group stage,488.6052,542.0125,4,-0.8345
19,Nepal,D,0,Group stage,433.0131,621.2614,4,-2.9414
