,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1266.542,1010.1054,9,1.7808
1,Pakistan,S8_G2,8,Super 8 stage,945.6836,826.9579,7,1.0601
2,Ireland,A,4,Group stage,511.1407,474.8213,4,0.5675
3,Canada,A,0,Group stage,395.4551,650.8477,4,-3.9905
4,United States of America,A,2,Group stage,438.9377,567.8227,4,-2.0138
5,England,S8_G2,12,Semifinalist,1129.2587,958.1485,8,1.3368
6,Australia,S8_G1,14,Finalist,1239.5573,1077.857,9,1.1229
7,Namibia,B,2,Group stage,472.2897,546.0705,4,-1.1528
8,Scotland,B,4,Group stage,480.5992,552.8609,4,-1.1291
9,Oman,B,0,Group stage,444.0194,583.7983,4,-2.184
10,New Zealand,S8_G1,10,Super 8 stage,1077.2804,778.7572,7,2.6654
11,West Indies,S8_G2,10,Semifinalist,1199.9161,991.4781,8,1.6284
12,Afghanistan,C,4,Group stage,577.9289,617.548,4,-0.619
13,Uganda,C,0,Group stage,425.2156,767.1808,4,-5.3432
14,Papua New Guinea,C,2,Group stage,515.6639,647.3927,4,-2.0583
15,South Africa,S8_G2,8,Super 8 stage,955.0409,889.54,7,0.5848
16,Sri Lanka,D,4,Group stage,538.0315,470.884,4,1.0492
17,Bangladesh,S8_G1,6,Super 8 stage,866.8673,834.5816,7,0.2883
18,Netherlands,D,2,Group stage,488.1116,549.0243,4,-0.9518
19,Nepal,D,0,Group stage,442.6598,614.5228,4,-2.6854
