,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1252.9324,992.8504,9,1.8061
1,Pakistan,S8_G2,6,Super 8 stage,960.1109,813.6118,7,1.308
2,Ireland,A,4,Group stage,516.6517,477.0838,4,0.6182
3,Canada,A,0,Group stage,371.5467,679.2264,4,-4.8075
4,United States of America,A,2,Group stage,440.9645,550.223,4,-1.7072
5,England,S8_G2,14,Finalist,1254.8003,1097.5225,9,1.0922
6,Australia,S8_G1,8,Super 8 stage,969.4409,803.5977,7,1.4807
7,Namibia,B,2,Group stage,467.1967,550.7012,4,-1.3048
8,Scotland,B,4,Group stage,478.6645,536.3515,4,-0.9014
9,Oman,B,0,Group stage,437.4153,588.8057,4,-2.3655
10,New Zealand,S8_G1,10,Semifinalist,1180.3466,902.4115,8,2.1714
11,West Indies,S8_G2,12,Semifinalist,1223.6403,979.6353,8,1.9063
12,Afghanistan,C,4,Group stage,583.5041,574.8493,4,0.1352
13,Uganda,C,0,Group stage,415.0871,799.2401,4,-6.0024
14,Papua New Guinea,C,2,Group stage,507.9833,636.7757,4,-2.0124
15,South Africa,S8_G2,10,Super 8 stage,966.6403,866.2957,7,0.8959
16,Sri Lanka,D,4,Group stage,535.9225,484.3536,4,0.8058
17,Bangladesh,S8_G1,6,Super 8 stage,868.8098,846.953,7,0.1951
18,Netherlands,D,2,Group stage,497.2336,536.283,4,-0.6101
19,Nepal,D,0,Group stage,426.1361,638.2565,4,-3.3144
