,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1244.4765,1013.8366,9,1.6017
1,Pakistan,S8_G2,6,Super 8 stage,970.6874,826.7039,7,1.2856
2,Ireland,A,4,Group stage,519.1436,482.6641,4,0.57
3,Canada,A,0,Group stage,401.6008,692.9028,4,-4.5516
4,United States of America,A,2,Group stage,456.994,563.2917,4,-1.6609
5,England,S8_G2,12,Semifinalist,1133.8532,962.006,8,1.3426
6,Australia,S8_G1,10,Semifinalist,1119.3299,927.6997,8,1.4971
7,Namibia,B,0,Group stage,431.5779,544.0124,4,-1.7568
8,Scotland,B,4,Group stage,476.2462,544.1377,4,-1.0608
9,Oman,B,2,Group stage,434.6092,573.7249,4,-2.1737
10,New Zealand,S8_G1,8,Super 8 stage,1044.625,779.6671,7,2.3657
11,West Indies,S8_G2,14,Finalist,1352.5863,1113.25,9,1.6621
12,Afghanistan,C,4,Group stage,580.5416,613.1406,4,-0.5094
13,Uganda,C,0,Group stage,429.0625,736.744,4,-4.8075
14,Papua New Guinea,C,2,Group stage,490.7688,633.797,4,-2.2348
15,South Africa,S8_G2,10,Super 8 stage,959.5526,857.6656,7,0.9097
16,Sri Lanka,D,4,Group stage,509.7155,485.0404,4,0.3855
17,Bangladesh,S8_G1,6,Super 8 stage,870.92,831.5266,7,0.3517
18,Netherlands,D,2,Group stage,498.3773,545.1303,4,-0.7305
19,Nepal,D,0,Group stage,430.6629,628.3901,4,-3.0895
