,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1261.9373,1010.4626,9,1.7464
1,Pakistan,S8_G2,8,Super 8 stage,968.9502,823.245,7,1.3009
2,Ireland,A,4,Group stage,516.2911,485.8962,4,0.4749
3,Canada,A,0,Group stage,403.8439,659.9626,4,-4.0019
4,United States of America,A,2,Group stage,434.7551,590.7659,4,-2.4377
5,England,S8_G2,12,Finalist,1277.5877,1091.2393,9,1.2941
6,Australia,S8_G1,14,Semifinalist,1112.5787,957.5876,8,1.2109
7,Namibia,B,2,Group stage,446.773,542.7869,4,-1.5002
8,Scotland,B,4,Group stage,473.027,551.7481,4,-1.23
9,Oman,B,0,Group stage,443.067,575.4201,4,-2.068
10,New Zealand,S8_G1,8,Super 8 stage,1029.0445,788.8982,7,2.1442
11,West Indies,S8_G2,12,Semifinalist,1223.3022,985.1255,8,1.8608
12,Afghanistan,C,4,Group stage,573.1571,572.7204,4,0.0068
13,Uganda,C,0,Group stage,432.7645,743.4878,4,-4.8551
14,Papua New Guinea,C,2,Group stage,486.5761,646.9686,4,-2.5061
15,South Africa,S8_G2,8,Super 8 stage,953.7549,874.7131,7,0.7057
16,Sri Lanka,D,4,Group stage,518.4259,489.1496,4,0.4574
17,Bangladesh,S8_G1,6,Super 8 stage,870.5967,827.9821,7,0.3805
18,Netherlands,D,2,Group stage,505.8712,524.8353,4,-0.2963
19,Nepal,D,0,Group stage,425.1185,614.4279,4,-2.958
