,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1270.9412,1004.4341,9,1.8507
1,Pakistan,S8_G2,8,Super 8 stage,947.7898,821.0678,7,1.1314
2,Ireland,A,4,Group stage,532.7506,467.7183,4,1.0161
3,Canada,A,0,Group stage,405.4291,709.0169,4,-4.7436
4,United States of America,A,2,Group stage,446.2926,576.5251,4,-2.0349
5,England,S8_G2,12,Semifinalist,1148.0647,948.8932,8,1.556
6,Australia,S8_G1,10,Super 8 stage,987.2085,809.9972,7,1.5822
7,Namibia,B,2,Group stage,467.8015,538.2127,4,-1.1002
8,Scotland,B,4,Group stage,461.5851,548.366,4,-1.356
9,Oman,B,0,Group stage,423.3362,606.9344,4,-2.8687
10,New Zealand,S8_G1,12,Finalist,1275.9583,1005.8829,9,1.8755
11,West Indies,S8_G2,10,Semifinalist,1192.0461,978.4771,8,1.6685
12,Afghanistan,C,2,Group stage,567.7878,614.3841,4,-0.7281
13,Uganda,C,0,Group stage,448.8475,744.3569,4,-4.6173
14,Papua New Guinea,C,4,Group stage,514.8761,620.9195,4,-1.6569
15,South Africa,S8_G2,8,Super 8 stage,965.4068,859.1461,7,0.9488
16,Sri Lanka,D,4,Group stage,552.7263,489.7552,4,0.9839
17,Bangladesh,S8_G1,6,Super 8 stage,837.9927,851.6811,7,-0.1222
18,Netherlands,D,2,Group stage,507.2403,541.7549,4,-0.5393
19,Nepal,D,0,Group stage,430.8297,647.3876,4,-3.3837
