,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1297.734,1012.4851,9,1.9809
1,Pakistan,S8_G2,8,Super 8 stage,945.4377,806.9481,7,1.2365
2,Ireland,A,4,Group stage,508.1164,472.6754,4,0.5538
3,Canada,A,0,Group stage,382.9822,665.9945,4,-4.4221
4,United States of America,A,2,Group stage,442.8911,573.7421,4,-2.0445
5,England,S8_G2,14,Finalist,1252.5704,1090.4246,9,1.126
6,Australia,S8_G1,10,Super 8 stage,984.952,823.267,7,1.4436
7,Namibia,B,4,Group stage,460.076,523.4855,4,-0.9908
8,Scotland,B,2,Group stage,478.392,551.7082,4,-1.1456
9,Oman,B,0,Group stage,444.8342,589.7787,4,-2.2648
10,New Zealand,S8_G1,10,Semifinalist,1181.8464,916.6847,8,2.0716
11,West Indies,S8_G2,12,Semifinalist,1197.3703,978.2564,8,1.7118
12,Afghanistan,C,4,Group stage,582.772,616.7179,4,-0.5304
13,Uganda,C,0,Group stage,430.8381,750.0943,4,-4.9884
14,Papua New Guinea,C,2,Group stage,521.5244,648.1977,4,-1.9793
15,South Africa,S8_G2,8,Super 8 stage,944.2732,872.2661,7,0.6429
16,Sri Lanka,S8_G1,6,Super 8 stage,862.2738,883.6067,7,-0.1905
17,Bangladesh,D,4,Group stage,522.7815,450.7523,4,1.1255
18,Netherlands,D,2,Group stage,493.5501,524.6879,4,-0.4865
19,Nepal,D,0,Group stage,431.186,614.6289,4,-2.8663
