,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1271.2898,1012.0705,9,1.8001
1,Pakistan,S8_G2,8,Super 8 stage,947.4489,814.7513,7,1.1848
2,Ireland,A,4,Group stage,525.3905,487.9677,4,0.5847
3,Canada,A,0,Group stage,389.7211,691.9539,4,-4.7224
4,United States of America,A,2,Group stage,461.7919,567.35,4,-1.6493
5,England,S8_G2,12,Finalist,1264.4805,1081.7838,9,1.2687
6,Australia,S8_G1,12,Semifinalist,1128.4548,946.346,8,1.4227
7,Namibia,B,4,Group stage,472.421,536.8371,4,-1.0065
8,Scotland,B,2,Group stage,465.8445,557.8987,4,-1.4383
9,Oman,B,0,Group stage,428.5547,595.4828,4,-2.6083
10,New Zealand,S8_G1,10,Super 8 stage,1074.5574,797.2154,7,2.4763
11,West Indies,S8_G2,10,Semifinalist,1215.4313,966.0047,8,1.9486
12,Afghanistan,C,4,Group stage,571.9855,588.3548,4,-0.2558
13,Uganda,C,0,Group stage,422.4375,760.8333,4,-5.2874
14,Papua New Guinea,C,2,Group stage,484.4438,635.3061,4,-2.3572
15,South Africa,S8_G2,8,Super 8 stage,955.5924,869.6887,7,0.767
16,Sri Lanka,S8_G1,6,Super 8 stage,872.1594,883.4531,7,-0.1008
17,Bangladesh,D,4,Group stage,526.7424,461.8707,4,1.0136
18,Netherlands,D,2,Group stage,481.3982,538.6575,4,-0.8947
19,Nepal,D,0,Group stage,431.3538,597.6735,4,-2.5987
