,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1262.5543,1008.5522,9,1.7639
1,Pakistan,S8_G2,8,Super 8 stage,955.8876,819.3305,7,1.2193
2,Ireland,A,4,Group stage,535.8376,487.3746,4,0.7572
3,Canada,A,0,Group stage,385.664,669.4371,4,-4.434
4,United States of America,A,2,Group stage,427.6018,552.0689,4,-1.9448
5,England,S8_G2,12,Semifinalist,1134.1208,948.7753,8,1.448
6,Australia,S8_G1,8,Super 8 stage,974.3506,807.9074,7,1.4861
7,Namibia,B,4,Group stage,446.0119,534.7229,4,-1.3861
8,Scotland,B,2,Group stage,461.5593,543.7037,4,-1.2835
9,Oman,B,0,Group stage,420.4447,568.2737,4,-2.3098
10,New Zealand,S8_G1,12,Finalist,1298.8334,1015.6287,9,1.9667
11,West Indies,S8_G2,12,Semifinalist,1232.0593,968.5394,8,2.0587
12,Afghanistan,C,4,Group stage,568.6762,598.7366,4,-0.4697
13,Uganda,C,0,Group stage,440.1613,771.8005,4,-5.1819
14,Papua New Guinea,C,2,Group stage,497.7815,648.3413,4,-2.3525
15,South Africa,S8_G2,8,Super 8 stage,949.6303,883.3966,7,0.5914
16,Sri Lanka,D,4,Group stage,534.6997,489.9656,4,0.699
17,Bangladesh,S8_G1,6,Super 8 stage,860.9075,846.1374,7,0.1319
18,Netherlands,D,2,Group stage,498.241,530.03,4,-0.4967
19,Nepal,D,0,Group stage,439.4314,631.732,4,-3.0047
