,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1274.3287,997.7348,9,1.9208
1,Pakistan,S8_G2,8,Super 8 stage,975.9423,814.2272,7,1.4439
2,Ireland,A,4,Group stage,526.0555,497.3762,4,0.4481
3,Canada,A,0,Group stage,398.8711,680.9435,4,-4.4074
4,United States of America,A,2,Group stage,433.5443,564.9469,4,-2.0532
5,England,S8_G2,12,Semifinalist,1132.8052,966.4959,8,1.2993
6,Australia,S8_G1,10,Super 8 stage,982.21,821.8611,7,1.4317
7,Namibia,B,4,Group stage,477.4547,555.5287,4,-1.2199
8,Scotland,B,2,Group stage,477.4498,564.7058,4,-1.3634
9,Oman,B,0,Group stage,445.2813,583.776,4,-2.164
10,New Zealand,S8_G1,12,Finalist,1300.5129,1027.6914,9,1.8946
11,West Indies,S8_G2,10,Semifinalist,1205.8359,981.87,8,1.7497
12,Afghanistan,C,4,Group stage,556.9522,614.1043,4,-0.893
13,Uganda,C,0,Group stage,438.9129,750.7414,4,-4.8723
14,Papua New Guinea,C,2,Group stage,519.3763,631.4693,4,-1.7515
15,South Africa,S8_G2,8,Super 8 stage,943.8867,871.1691,7,0.6493
16,Sri Lanka,S8_G1,6,Super 8 stage,874.1918,898.9904,7,-0.2214
17,Bangladesh,D,4,Group stage,535.9255,462.3341,4,1.1499
18,Netherlands,D,2,Group stage,494.29,536.9621,4,-0.6668
19,Nepal,D,0,Group stage,441.8129,612.7115,4,-2.6703
