,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1286.7527,1027.8153,9,1.7982
1,Pakistan,S8_G2,8,Super 8 stage,963.5831,808.6601,7,1.3832
2,Ireland,A,4,Group stage,511.2281,483.5275,4,0.4328
3,Canada,A,0,Group stage,391.5247,679.8283,4,-4.5047
4,United States of America,A,2,Group stage,453.7385,577.2902,4,-1.9305
5,England,S8_G2,14,Finalist,1246.8898,1088.183,9,1.1021
6,Australia,S8_G1,8,Super 8 stage,999.9825,808.7033,7,1.7079
7,Namibia,B,2,Group stage,466.2953,538.0048,4,-1.1205
8,Scotland,B,4,Group stage,460.2079,555.3119,4,-1.486
9,Oman,B,0,Group stage,440.3452,591.7131,4,-2.3651
10,New Zealand,S8_G1,12,Semifinalist,1181.7711,908.8447,8,2.1322
11,West Indies,S8_G2,10,Semifinalist,1230.9593,981.0795,8,1.9522
12,Afghanistan,C,4,Group stage,563.7035,601.8216,4,-0.5956
13,Uganda,C,0,Group stage,431.5971,754.0731,4,-5.0387
14,Papua New Guinea,C,2,Group stage,490.292,633.4424,4,-2.2367
15,South Africa,S8_G2,8,Super 8 stage,963.5607,867.5729,7,0.857
16,Sri Lanka,S8_G1,6,Super 8 stage,882.3619,898.7296,7,-0.1461
17,Bangladesh,D,4,Group stage,523.7646,450.3885,4,1.1465
18,Netherlands,D,2,Group stage,494.6225,534.2685,4,-0.6195
19,Nepal,D,0,Group stage,424.5683,618.4902,4,-3.03
