,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1276.6229,1001.8233,9,1.9083
1,Pakistan,S8_G2,6,Super 8 stage,955.2889,827.7891,7,1.1384
2,Ireland,A,4,Group stage,513.9721,488.8887,4,0.3919
3,Canada,A,0,Group stage,390.4402,668.0388,4,-4.3375
4,United States of America,A,2,Group stage,429.0927,563.1062,4,-2.094
5,England,S8_G2,12,Semifinalist,1137.679,960.4002,8,1.385
6,Australia,S8_G1,12,Finalist,1261.7025,1067.2786,9,1.3502
7,Namibia,B,2,Group stage,439.4795,520.8558,4,-1.2715
8,Scotland,B,4,Group stage,464.0903,540.2012,4,-1.1892
9,Oman,B,0,Group stage,416.31,567.4465,4,-2.3615
10,New Zealand,S8_G1,8,Super 8 stage,1062.0019,788.3262,7,2.4435
11,West Indies,S8_G2,12,Semifinalist,1210.4532,985.8519,8,1.7547
12,Afghanistan,C,4,Group stage,569.2236,597.5044,4,-0.4419
13,Uganda,C,0,Group stage,433.4307,763.805,4,-5.1621
14,Papua New Guinea,C,2,Group stage,504.0685,640.2864,4,-2.1284
15,South Africa,S8_G2,10,Super 8 stage,978.4582,864.098,7,1.0211
16,Sri Lanka,S8_G1,6,Super 8 stage,871.3078,888.493,7,-0.1534
17,Bangladesh,D,4,Group stage,494.8681,463.7844,4,0.4857
18,Netherlands,D,2,Group stage,502.1318,515.1941,4,-0.2041
19,Nepal,D,0,Group stage,428.5585,626.0086,4,-3.0852
