,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1243.0211,986.7279,9,1.7798
1,Pakistan,S8_G2,10,Semifinalist,1071.4518,937.3536,8,1.0476
2,Ireland,A,4,Group stage,519.9427,462.9324,4,0.8908
3,Canada,A,0,Group stage,375.5981,690.2337,4,-4.9162
4,United States of America,A,2,Group stage,439.6348,558.6305,4,-1.8593
5,England,S8_G2,14,Semifinalist,1138.4038,975.7977,8,1.2704
6,Australia,S8_G1,12,Finalist,1235.3817,1079.547,9,1.0822
7,Namibia,B,2,Group stage,466.0509,544.1726,4,-1.2207
8,Scotland,B,4,Group stage,477.5225,527.9744,4,-0.7883
9,Oman,B,0,Group stage,443.8244,585.0964,4,-2.2074
10,New Zealand,S8_G1,10,Super 8 stage,1036.2048,793.0295,7,2.1712
11,West Indies,S8_G2,8,Super 8 stage,1093.5323,845.2937,7,2.2164
12,Afghanistan,C,4,Group stage,575.4871,599.5471,4,-0.3759
13,Uganda,C,0,Group stage,436.1165,753.6759,4,-4.9619
14,Papua New Guinea,C,2,Group stage,496.8776,635.0149,4,-2.1584
15,South Africa,S8_G2,8,Super 8 stage,959.9196,870.1452,7,0.8016
16,Sri Lanka,D,4,Group stage,532.5183,476.5064,4,0.8752
17,Bangladesh,S8_G1,6,Super 8 stage,860.8163,850.0069,7,0.0965
18,Netherlands,D,2,Group stage,497.5634,551.8613,4,-0.8484
19,Nepal,D,0,Group stage,436.1044,612.425,4,-2.755
