,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Finalist,1254.0604,1006.1718,9,1.7214
1,Pakistan,S8_G2,8,Super 8 stage,950.9262,830.3941,7,1.0762
2,Ireland,A,4,Group stage,520.5621,469.7494,4,0.7939
3,Canada,A,0,Group stage,390.1,671.911,4,-4.4033
4,United States of America,A,2,Group stage,437.6748,558.3376,4,-1.8854
5,England,S8_G2,8,Super 8 stage,998.7451,840.1352,7,1.4162
6,Australia,S8_G1,12,Champion,1265.4802,1073.3958,9,1.3339
7,Namibia,B,4,Group stage,466.667,537.3236,4,-1.104
8,Scotland,B,2,Group stage,465.8328,536.3488,4,-1.1018
9,Oman,B,0,Group stage,423.3176,606.6229,4,-2.8641
10,New Zealand,S8_G1,10,Super 8 stage,1060.8764,787.9234,7,2.4371
11,West Indies,S8_G2,14,Semifinalist,1233.2449,980.6431,8,1.9735
12,Afghanistan,C,4,Group stage,588.5733,643.5233,4,-0.8586
13,Uganda,C,0,Group stage,466.9873,751.627,4,-4.4475
14,Papua New Guinea,C,2,Group stage,505.3777,654.3539,4,-2.3278
15,South Africa,S8_G2,10,Semifinalist,1080.609,982.5979,8,0.7657
16,Sri Lanka,D,4,Group stage,523.8695,483.184,4,0.6357
17,Bangladesh,S8_G1,6,Super 8 stage,857.2187,848.1519,7,0.081
18,Netherlands,D,2,Group stage,470.6867,546.4639,4,-1.184
19,Nepal,D,0,Group stage,451.2423,603.1931,4,-2.3742
