,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1235.661,1020.6251,9,1.4933
1,Pakistan,S8_G2,8,Super 8 stage,965.4049,819.055,7,1.3067
2,Ireland,A,4,Group stage,522.3005,473.6434,4,0.7603
3,Canada,A,0,Group stage,394.7848,682.8352,4,-4.5008
4,United States of America,A,2,Group stage,450.0098,556.7192,4,-1.6673
5,England,S8_G2,12,Finalist,1258.7168,1094.3838,9,1.1412
6,Australia,S8_G1,8,Super 8 stage,986.6868,818.8707,7,1.4984
7,Namibia,B,4,Group stage,455.456,521.9252,4,-1.0386
8,Scotland,B,2,Group stage,470.2112,555.7631,4,-1.3367
9,Oman,B,0,Group stage,429.9605,581.7164,4,-2.3712
10,New Zealand,S8_G1,14,Semifinalist,1170.0526,898.572,8,2.1209
11,West Indies,S8_G2,12,Semifinalist,1223.0397,979.0798,8,1.9059
12,Afghanistan,C,4,Group stage,589.6368,582.2897,4,0.1148
13,Uganda,C,0,Group stage,439.2344,774.892,4,-5.2447
14,Papua New Guinea,C,2,Group stage,498.9768,659.0132,4,-2.5006
15,South Africa,S8_G2,8,Super 8 stage,937.0292,858.2011,7,0.7038
16,Sri Lanka,D,4,Group stage,536.336,490.5637,4,0.7152
17,Bangladesh,S8_G1,6,Super 8 stage,856.9965,826.9161,7,0.2686
18,Netherlands,D,2,Group stage,504.6586,542.9182,4,-0.5978
19,Nepal,D,0,Group stage,428.5491,615.7191,4,-2.9245
