,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.575,1003.1688,9,1.7528
1,Pakistan,S8_G2,6,Super 8 stage,953.1772,818.4793,7,1.2027
2,Ireland,A,4,Group stage,498.6804,478.9565,4,0.3082
3,Canada,A,0,Group stage,397.9508,655.9077,4,-4.0306
4,United States of America,A,2,Group stage,444.5628,567.131,4,-1.9151
5,England,S8_G2,14,Semifinalist,1129.2254,962.259,8,1.3044
6,Australia,S8_G1,8,Super 8 stage,979.7555,823.3791,7,1.3962
7,Namibia,B,2,Group stage,450.7968,538.6281,4,-1.3724
8,Scotland,B,4,Group stage,484.8489,548.6944,4,-0.9976
9,Oman,B,0,Group stage,436.0276,593.1482,4,-2.455
10,New Zealand,S8_G1,12,Finalist,1294.3481,1036.8074,9,1.7885
11,West Indies,S8_G2,10,Semifinalist,1228.2638,992.6362,8,1.8408
12,Afghanistan,C,4,Group stage,561.8078,601.8476,4,-0.6256
13,Uganda,C,0,Group stage,433.0469,749.6309,4,-4.9466
14,Papua New Guinea,C,2,Group stage,518.537,638.6918,4,-1.8774
15,South Africa,S8_G2,10,Super 8 stage,967.4065,850.2688,7,1.0459
16,Sri Lanka,D,4,Group stage,536.2305,473.8306,4,0.975
17,Bangladesh,S8_G1,6,Super 8 stage,863.6072,848.4299,7,0.1355
18,Netherlands,D,2,Group stage,498.9824,530.552,4,-0.4933
19,Nepal,D,0,Group stage,426.4965,646.8796,4,-3.4435
