,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1124.6992,870.9545,8,1.9824
1,Pakistan,S8_G2,6,Super 8 stage,965.0432,823.975,7,1.2595
2,Ireland,A,4,Group stage,503.3805,496.3574,4,0.1097
3,Canada,A,0,Group stage,404.7967,696.9025,4,-4.5642
4,United States of America,A,2,Group stage,459.9556,557.232,4,-1.5199
5,England,S8_G2,12,Champion,1272.0055,1095.5018,9,1.2257
6,Australia,S8_G1,12,Finalist,1245.0139,1077.3388,9,1.1644
7,Namibia,B,4,Group stage,459.7046,533.0245,4,-1.1456
8,Scotland,B,2,Group stage,466.785,566.6992,4,-1.5612
9,Oman,B,0,Group stage,448.0532,578.3629,4,-2.0361
10,New Zealand,S8_G1,8,Super 8 stage,1036.876,783.212,7,2.2649
11,West Indies,S8_G2,12,Semifinalist,1242.9231,965.3153,8,2.1688
12,Afghanistan,C,4,Group stage,581.9004,602.6988,4,-0.325
13,Uganda,C,0,Group stage,431.6927,770.4192,4,-5.2926
14,Papua New Guinea,C,2,Group stage,489.7983,640.3872,4,-2.353
15,South Africa,S8_G2,10,Super 8 stage,957.5514,868.893,7,0.7916
16,Sri Lanka,D,4,Group stage,537.2453,464.1457,4,1.1422
17,Bangladesh,S8_G1,6,Super 8 stage,852.2982,840.1711,7,0.1083
18,Netherlands,D,2,Group stage,487.3497,542.8303,4,-0.8669
19,Nepal,D,0,Group stage,411.8406,604.4918,4,-3.0102
