,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1271.3134,1013.9128,9,1.7875
1,Pakistan,S8_G2,8,Super 8 stage,949.8463,820.8122,7,1.1521
2,Ireland,A,4,Group stage,522.6107,490.1628,4,0.507
3,Canada,A,0,Group stage,404.5834,692.6686,4,-4.5013
4,United States of America,A,2,Group stage,460.4491,572.9026,4,-1.7571
5,England,S8_G2,12,Semifinalist,1149.081,952.7993,8,1.5335
6,Australia,S8_G1,8,Super 8 stage,970.4477,818.8403,7,1.3536
7,Namibia,B,4,Group stage,454.275,534.379,4,-1.2516
8,Scotland,B,2,Group stage,471.6975,550.259,4,-1.2275
9,Oman,B,0,Group stage,434.6684,599.3931,4,-2.5738
10,New Zealand,S8_G1,12,Champion,1328.01,1037.2325,9,2.0193
11,West Indies,S8_G2,12,Semifinalist,1230.4592,1000.2817,8,1.7983
12,Afghanistan,C,4,Group stage,567.7964,607.7834,4,-0.6248
13,Uganda,C,0,Group stage,450.2051,751.3037,4,-4.7047
14,Papua New Guinea,C,2,Group stage,510.4877,659.4378,4,-2.3273
15,South Africa,S8_G2,8,Super 8 stage,959.5979,869.6223,7,0.8034
16,Sri Lanka,D,4,Group stage,528.5516,488.3398,4,0.6283
17,Bangladesh,S8_G1,6,Super 8 stage,899.3984,841.3688,7,0.5181
18,Netherlands,D,2,Group stage,492.667,552.5951,4,-0.9364
19,Nepal,D,0,Group stage,434.1527,636.2035,4,-3.157
