,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1257.8584,1016.0605,9,1.6792
1,Pakistan,S8_G2,8,Super 8 stage,955.5553,819.9328,7,1.2109
2,Ireland,A,4,Group stage,533.7982,481.578,4,0.8159
3,Canada,A,0,Group stage,391.167,669.8147,4,-4.3539
4,United States of America,A,2,Group stage,444.3788,575.2283,4,-2.0445
5,England,S8_G2,14,Semifinalist,1140.3682,966.7283,8,1.3566
6,Australia,S8_G1,8,Super 8 stage,985.4429,825.1802,7,1.4309
7,Namibia,B,2,Group stage,460.9784,545.393,4,-1.319
8,Scotland,B,4,Group stage,483.8718,531.6328,4,-0.7463
9,Oman,B,0,Group stage,432.1784,598.653,4,-2.6012
10,New Zealand,S8_G1,14,Finalist,1292.5384,1026.5367,9,1.8472
11,West Indies,S8_G2,10,Semifinalist,1226.5854,989.487,8,1.8523
12,Afghanistan,C,4,Group stage,565.5801,585.6045,4,-0.3129
13,Uganda,C,0,Group stage,435.5419,771.2868,4,-5.246
14,Papua New Guinea,C,2,Group stage,508.9736,636.0584,4,-1.9857
15,South Africa,S8_G2,8,Super 8 stage,955.1637,880.3429,7,0.668
16,Sri Lanka,D,4,Group stage,537.6516,473.1241,4,1.0082
17,Bangladesh,S8_G1,6,Super 8 stage,867.6571,847.706,7,0.1781
18,Netherlands,D,2,Group stage,494.1524,554.186,4,-0.938
19,Nepal,D,0,Group stage,446.623,621.5305,4,-2.7329
