,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1256.3552,1003.5493,9,1.7556
1,Pakistan,S8_G2,6,Super 8 stage,931.5797,814.011,7,1.0497
2,Ireland,A,4,Group stage,528.8835,470.2515,4,0.9161
3,Canada,A,0,Group stage,378.8519,673.4516,4,-4.6031
4,United States of America,A,2,Group stage,471.36,577.5541,4,-1.6593
5,England,S8_G2,12,Semifinalist,1137.5906,966.1875,8,1.3391
6,Australia,S8_G1,12,Finalist,1243.6973,1070.0122,9,1.2061
7,Namibia,B,4,Group stage,477.9223,542.1039,4,-1.0028
8,Scotland,B,2,Group stage,462.149,547.4202,4,-1.3324
9,Oman,B,0,Group stage,432.8795,587.5084,4,-2.4161
10,New Zealand,S8_G1,10,Super 8 stage,1064.7236,778.8095,7,2.5528
11,West Indies,S8_G2,10,Semifinalist,1197.0518,997.8978,8,1.5559
12,Afghanistan,C,4,Group stage,561.9077,599.4725,4,-0.5869
13,Uganda,C,0,Group stage,450.166,731.0838,4,-4.3893
14,Papua New Guinea,C,2,Group stage,494.0735,653.4806,4,-2.4907
15,South Africa,S8_G2,10,Super 8 stage,959.8354,844.2868,7,1.0317
16,Sri Lanka,D,4,Group stage,525.8839,489.7538,4,0.5645
17,Bangladesh,S8_G1,6,Super 8 stage,840.7844,853.9462,7,-0.1175
18,Netherlands,D,2,Group stage,506.614,533.3134,4,-0.4172
19,Nepal,D,0,Group stage,426.7839,614.9992,4,-2.9409
