,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1262.1536,1019.9641,9,1.6819
1,Pakistan,S8_G2,8,Super 8 stage,951.6549,817.0502,7,1.2018
2,Ireland,A,4,Group stage,499.8159,486.5218,4,0.2077
3,Canada,A,0,Group stage,405.7508,683.7288,4,-4.3434
4,United States of America,A,2,Group stage,474.4775,577.8158,4,-1.6147
5,England,S8_G2,12,Semifinalist,1125.0752,970.5333,8,1.2074
6,Australia,S8_G1,14,Finalist,1239.7225,1037.6904,9,1.403
7,Namibia,B,2,Group stage,449.1184,534.5513,4,-1.3349
8,Scotland,B,4,Group stage,476.7141,534.9786,4,-0.9104
9,Oman,B,0,Group stage,423.1409,586.0457,4,-2.5454
10,New Zealand,S8_G1,10,Super 8 stage,1058.0159,782.7733,7,2.4575
11,West Indies,S8_G2,8,Super 8 stage,1065.3132,857.6228,7,1.8544
12,Afghanistan,C,4,Group stage,571.9048,561.3943,4,0.1642
13,Uganda,C,0,Group stage,425.6462,754.1736,4,-5.1332
14,Papua New Guinea,C,2,Group stage,495.392,654.195,4,-2.4813
15,South Africa,S8_G2,10,Semifinalist,1078.7666,978.0752,8,0.7867
16,Sri Lanka,D,4,Group stage,528.2348,490.9126,4,0.5832
17,Bangladesh,S8_G1,6,Super 8 stage,845.1941,851.0709,7,-0.0525
18,Netherlands,D,2,Group stage,496.5622,534.9282,4,-0.5995
19,Nepal,D,0,Group stage,443.2649,601.8925,4,-2.4786
