,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Semifinalist,1122.7883,871.4087,8,1.9639
1,Pakistan,S8_G2,8,Super 8 stage,944.8858,824.0919,7,1.0785
2,Ireland,A,4,Group stage,535.9707,477.8452,4,0.9082
3,Canada,A,0,Group stage,387.4695,661.9801,4,-4.2892
4,United States of America,A,2,Group stage,426.6623,577.5348,4,-2.3574
5,England,S8_G2,14,Champion,1295.3427,1097.1653,9,1.3762
6,Australia,S8_G1,10,Super 8 stage,972.7597,810.3238,7,1.4503
7,Namibia,B,2,Group stage,446.9815,553.1534,4,-1.6589
8,Scotland,B,4,Group stage,480.7409,538.8372,4,-0.9078
9,Oman,B,0,Group stage,436.689,588.6779,4,-2.3748
10,New Zealand,S8_G1,12,Semifinalist,1160.7336,903.8128,8,2.0072
11,West Indies,S8_G2,10,Finalist,1358.138,1112.298,9,1.7072
12,Afghanistan,C,4,Group stage,564.9001,567.004,4,-0.0329
13,Uganda,C,0,Group stage,422.1874,723.9318,4,-4.7148
14,Papua New Guinea,C,2,Group stage,485.0182,665.9887,4,-2.8277
15,South Africa,S8_G2,8,Super 8 stage,957.7612,858.7927,7,0.8836
16,Sri Lanka,D,4,Group stage,510.2666,469.2268,4,0.6412
17,Bangladesh,S8_G1,6,Super 8 stage,838.8654,836.8577,7,0.0179
18,Netherlands,D,2,Group stage,503.1917,530.8036,4,-0.4314
19,Nepal,D,0,Group stage,434.1145,615.7324,4,-2.8378
