,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,10,Super 8 stage,973.3454,752.298,7,1.9736
1,Pakistan,S8_G2,6,Super 8 stage,947.4005,828.801,7,1.0589
2,Ireland,A,4,Group stage,539.8091,471.0538,4,1.0743
3,Canada,A,0,Group stage,394.4223,700.3457,4,-4.7801
4,United States of America,A,2,Group stage,451.7344,555.0655,4,-1.6145
5,England,S8_G2,12,Finalist,1259.0333,1085.3517,9,1.2061
6,Australia,S8_G1,14,Semifinalist,1118.4187,924.9021,8,1.5118
7,Namibia,B,2,Group stage,442.2425,535.1948,4,-1.4524
8,Scotland,B,4,Group stage,470.93,536.2215,4,-1.0202
9,Oman,B,0,Group stage,434.2928,585.3705,4,-2.3606
10,New Zealand,S8_G1,10,Champion,1299.3208,1030.3748,9,1.8677
11,West Indies,S8_G2,12,Semifinalist,1215.1912,979.3244,8,1.8427
12,Afghanistan,C,4,Group stage,569.7999,624.0897,4,-0.8483
13,Uganda,C,0,Group stage,429.2102,731.7378,4,-4.727
14,Papua New Guinea,C,2,Group stage,516.625,646.7014,4,-2.0324
15,South Africa,S8_G2,10,Super 8 stage,969.7356,875.9946,7,0.837
16,Sri Lanka,D,4,Group stage,543.8989,474.7106,4,1.0811
17,Bangladesh,S8_G1,6,Super 8 stage,857.6237,843.7663,7,0.1237
18,Netherlands,D,2,Group stage,504.2466,542.4394,4,-0.5968
19,Nepal,D,0,Group stage,424.2795,637.8168,4,-3.3365
