,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1244.4595,984.3442,9,1.8064
1,Pakistan,S8_G2,8,Super 8 stage,942.4318,816.4715,7,1.1246
2,Ireland,A,4,Group stage,515.8495,480.8189,4,0.5474
3,Canada,A,0,Group stage,382.0593,664.1657,4,-4.4079
4,United States of America,A,2,Group stage,434.8098,546.9248,4,-1.7518
5,England,S8_G2,14,Semifinalist,1145.9476,956.6817,8,1.4786
6,Australia,S8_G1,10,Super 8 stage,986.4258,810.3772,7,1.5719
7,Namibia,B,2,Group stage,464.6255,542.7909,4,-1.2213
8,Scotland,B,4,Group stage,449.2596,546.1273,4,-1.5136
9,Oman,B,0,Group stage,445.7976,580.4807,4,-2.1044
10,New Zealand,S8_G1,12,Finalist,1317.274,1049.1134,9,1.8622
11,West Indies,S8_G2,10,Semifinalist,1216.4343,1001.3364,8,1.6805
12,Afghanistan,C,4,Group stage,595.1424,564.7656,4,0.4746
13,Uganda,C,0,Group stage,450.3486,782.8426,4,-5.1952
14,Papua New Guinea,C,2,Group stage,499.623,670.8019,4,-2.6747
15,South Africa,S8_G2,8,Super 8 stage,955.9061,866.0157,7,0.8026
16,Sri Lanka,D,4,Group stage,521.7998,477.1132,4,0.6982
17,Bangladesh,S8_G1,6,Super 8 stage,854.3961,849.3322,7,0.0452
18,Netherlands,D,2,Group stage,500.3061,531.7993,4,-0.4921
19,Nepal,D,0,Group stage,439.1674,639.7606,4,-3.1343
