,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1269.309,1013.0005,9,1.7799
1,Pakistan,S8_G2,6,Super 8 stage,933.7627,828.6536,7,0.9385
2,Ireland,A,4,Group stage,503.3871,472.7819,4,0.4782
3,Canada,A,0,Group stage,396.0224,665.4922,4,-4.2105
4,United States of America,A,2,Group stage,446.3505,545.8609,4,-1.5548
5,England,S8_G2,14,Finalist,1251.1501,1076.0881,9,1.2157
6,Australia,S8_G1,10,Semifinalist,1117.2614,936.2827,8,1.4139
7,Namibia,B,4,Group stage,459.6878,526.1451,4,-1.0384
8,Scotland,B,2,Group stage,462.8597,537.9021,4,-1.1725
9,Oman,B,0,Group stage,420.7655,583.4345,4,-2.5417
10,New Zealand,S8_G1,8,Super 8 stage,1044.8499,792.4323,7,2.2537
11,West Indies,S8_G2,12,Semifinalist,1221.6104,971.0372,8,1.9576
12,Afghanistan,C,4,Group stage,540.8032,581.3889,4,-0.6342
13,Uganda,C,0,Group stage,449.1831,734.8153,4,-4.463
14,Papua New Guinea,C,2,Group stage,494.7428,645.6264,4,-2.3576
15,South Africa,S8_G2,10,Super 8 stage,946.6076,856.5525,7,0.8041
16,Sri Lanka,S8_G1,6,Super 8 stage,868.7763,879.0356,7,-0.0916
17,Bangladesh,D,4,Group stage,508.7457,462.3475,4,0.725
18,Netherlands,D,2,Group stage,500.8789,543.7942,4,-0.6706
19,Nepal,D,0,Group stage,423.339,607.4218,4,-2.8763
