,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1268.8129,1014.4673,9,1.7663
1,Pakistan,S8_G2,6,Super 8 stage,947.0032,809.1222,7,1.2311
2,Ireland,A,4,Group stage,513.4859,468.1699,4,0.7081
3,Canada,A,0,Group stage,370.9435,681.2306,4,-4.8482
4,United States of America,A,2,Group stage,437.662,545.5315,4,-1.6855
5,England,S8_G2,12,Semifinalist,1123.2459,958.9768,8,1.2834
6,Australia,S8_G1,12,Finalist,1236.8528,1063.0678,9,1.2068
7,Namibia,B,2,Group stage,449.7998,536.7114,4,-1.358
8,Scotland,B,4,Group stage,475.5778,536.0807,4,-0.9454
9,Oman,B,0,Group stage,434.568,582.4964,4,-2.3114
10,New Zealand,S8_G1,10,Super 8 stage,1047.1105,793.0596,7,2.2683
11,West Indies,S8_G2,12,Semifinalist,1210.9285,981.2439,8,1.7944
12,Afghanistan,C,4,Group stage,586.8724,623.2694,4,-0.5687
13,Uganda,C,0,Group stage,450.0299,768.1226,4,-4.9702
14,Papua New Guinea,C,2,Group stage,505.2038,612.8122,4,-1.6814
15,South Africa,S8_G2,10,Super 8 stage,959.1934,874.3424,7,0.7576
16,Sri Lanka,D,4,Group stage,516.8613,476.7247,4,0.6271
17,Bangladesh,S8_G1,6,Super 8 stage,859.5128,838.2168,7,0.1901
18,Netherlands,D,2,Group stage,478.5973,542.4142,4,-0.9971
19,Nepal,D,0,Group stage,433.1899,599.3914,4,-2.5969
