,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1266.4608,1012.3166,9,1.7649
1,Pakistan,S8_G2,8,Super 8 stage,970.2059,819.0907,7,1.3492
2,Ireland,A,4,Group stage,526.5367,483.5412,4,0.6718
3,Canada,A,0,Group stage,382.293,681.5203,4,-4.6754
4,United States of America,A,2,Group stage,452.4487,564.1501,4,-1.7453
5,England,S8_G2,12,Finalist,1271.642,1101.1364,9,1.1841
6,Australia,S8_G1,12,Semifinalist,1113.9754,935.3471,8,1.3955
7,Namibia,B,2,Group stage,454.5565,538.585,4,-1.3129
8,Scotland,B,4,Group stage,463.7538,554.5538,4,-1.4188
9,Oman,B,0,Group stage,434.8147,579.8495,4,-2.2662
10,New Zealand,S8_G1,10,Super 8 stage,1036.389,785.9518,7,2.236
11,West Indies,S8_G2,10,Semifinalist,1220.126,1003.4836,8,1.6925
12,Afghanistan,C,4,Group stage,576.9334,603.7007,4,-0.4182
13,Uganda,C,0,Group stage,463.6888,754.1905,4,-4.5391
14,Papua New Guinea,C,2,Group stage,518.0662,655.7241,4,-2.1509
15,South Africa,S8_G2,8,Super 8 stage,956.364,867.0653,7,0.7973
16,Sri Lanka,D,4,Group stage,510.583,477.473,4,0.5173
17,Bangladesh,S8_G1,6,Super 8 stage,869.0825,832.4705,7,0.3269
18,Netherlands,D,2,Group stage,507.6534,558.1595,4,-0.7892
19,Nepal,D,0,Group stage,426.0287,613.2926,4,-2.926
