,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1252.1277,1007.2763,9,1.7004
1,Pakistan,S8_G2,8,Super 8 stage,945.2268,824.9331,7,1.0741
2,Ireland,A,4,Group stage,527.814,496.3519,4,0.4916
3,Canada,A,0,Group stage,396.7283,664.5668,4,-4.185
4,United States of America,A,2,Group stage,441.713,548.5241,4,-1.6689
5,England,S8_G2,12,Finalist,1267.3071,1093.9841,9,1.2036
6,Australia,S8_G1,10,Super 8 stage,970.0593,801.8071,7,1.5023
7,Namibia,B,2,Group stage,484.3263,547.5022,4,-0.9871
8,Scotland,B,4,Group stage,466.9223,559.5989,4,-1.4481
9,Oman,B,0,Group stage,439.1056,593.7291,4,-2.416
10,New Zealand,S8_G1,12,Semifinalist,1171.959,899.8819,8,2.1256
11,West Indies,S8_G2,10,Semifinalist,1196.3865,969.7138,8,1.7709
12,Afghanistan,C,4,Group stage,570.09,611.7919,4,-0.6516
13,Uganda,C,0,Group stage,429.9888,737.8494,4,-4.8103
14,Papua New Guinea,C,2,Group stage,515.9552,645.7741,4,-2.0284
15,South Africa,S8_G2,8,Super 8 stage,957.6049,876.6446,7,0.7229
16,Sri Lanka,D,4,Group stage,538.7252,492.9348,4,0.7155
17,Bangladesh,S8_G1,6,Super 8 stage,861.5557,838.0975,7,0.2094
18,Netherlands,D,2,Group stage,499.6998,540.2357,4,-0.6334
19,Nepal,D,0,Group stage,426.801,608.8993,4,-2.8453
