,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1254.6293,998.9462,9,1.7756
1,Pakistan,S8_G2,8,Super 8 stage,963.0507,797.505,7,1.4781
2,Ireland,A,4,Group stage,518.0976,489.6703,4,0.4442
3,Canada,A,0,Group stage,386.4545,679.1662,4,-4.5736
4,United States of America,A,2,Group stage,440.4696,570.4871,4,-2.0315
5,England,S8_G2,12,Semifinalist,1134.1169,962.4759,8,1.3409
6,Australia,S8_G1,10,Super 8 stage,975.7243,815.149,7,1.4337
7,Namibia,B,4,Group stage,463.3474,534.1143,4,-1.1057
8,Scotland,B,2,Group stage,463.6908,550.3716,4,-1.3544
9,Oman,B,0,Group stage,436.2083,584.8044,4,-2.3218
10,New Zealand,S8_G1,10,Finalist,1280.2161,1025.6221,9,1.768
11,West Indies,S8_G2,12,Semifinalist,1228.4132,955.1338,8,2.135
12,Afghanistan,C,4,Group stage,569.7382,576.6292,4,-0.1077
13,Uganda,C,0,Group stage,426.9441,749.2909,4,-5.0367
14,Papua New Guinea,C,2,Group stage,477.1612,655.7374,4,-2.7903
15,South Africa,S8_G2,8,Super 8 stage,943.8523,863.5955,7,0.7166
16,Sri Lanka,D,4,Group stage,535.7242,478.1666,4,0.8993
17,Bangladesh,S8_G1,6,Super 8 stage,874.7931,836.2757,7,0.3439
18,Netherlands,D,2,Group stage,510.3915,542.7228,4,-0.5052
19,Nepal,D,0,Group stage,423.4613,640.6207,4,-3.3931
