,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1256.2783,1015.9657,9,1.6688
1,Pakistan,S8_G2,6,Super 8 stage,925.5209,807.0556,7,1.0577
2,Ireland,A,4,Group stage,512.0759,487.991,4,0.3763
3,Canada,A,0,Group stage,392.3505,654.2415,4,-4.092
4,United States of America,A,2,Group stage,453.4403,566.0524,4,-1.7596
5,England,S8_G2,14,Finalist,1266.9489,1102.6294,9,1.1411
6,Australia,S8_G1,10,Semifinalist,1131.4273,950.7496,8,1.4115
7,Namibia,B,4,Group stage,482.807,541.9254,4,-0.9237
8,Scotland,B,2,Group stage,464.9254,547.7044,4,-1.2934
9,Oman,B,0,Group stage,431.0708,586.9273,4,-2.4353
10,New Zealand,S8_G1,8,Super 8 stage,1041.8195,774.2393,7,2.3891
11,West Indies,S8_G2,12,Semifinalist,1226.0186,982.4039,8,1.9032
12,Afghanistan,C,4,Group stage,577.1902,592.9876,4,-0.2468
13,Uganda,C,0,Group stage,461.6757,741.2386,4,-4.3682
14,Papua New Guinea,C,2,Group stage,474.8437,652.0799,4,-2.7693
15,South Africa,S8_G2,10,Super 8 stage,955.0757,867.5754,7,0.7813
16,Sri Lanka,S8_G1,6,Super 8 stage,869.8617,902.3545,7,-0.2901
17,Bangladesh,D,4,Group stage,528.8939,448.6285,4,1.2541
18,Netherlands,D,2,Group stage,495.7578,540.7061,4,-0.7023
19,Nepal,D,0,Group stage,434.386,618.912,4,-2.8832
