,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.0284,994.8207,9,1.807
1,Pakistan,S8_G2,8,Super 8 stage,951.9273,809.0259,7,1.2759
2,Ireland,A,4,Group stage,531.5258,499.9085,4,0.494
3,Canada,A,0,Group stage,400.9887,696.7266,4,-4.6209
4,United States of America,A,2,Group stage,452.1864,563.7822,4,-1.7437
5,England,S8_G2,14,Finalist,1265.579,1086.1905,9,1.2458
6,Australia,S8_G1,10,Super 8 stage,972.927,805.0352,7,1.499
7,Namibia,B,4,Group stage,460.1164,554.9827,4,-1.4823
8,Scotland,B,0,Group stage,450.11,542.5676,4,-1.4447
9,Oman,B,2,Group stage,431.7092,559.5685,4,-1.9978
10,New Zealand,S8_G1,10,Semifinalist,1178.8514,908.1927,8,2.1145
11,West Indies,S8_G2,10,Semifinalist,1212.7751,984.123,8,1.7863
12,Afghanistan,C,4,Group stage,583.9561,589.3787,4,-0.0847
13,Uganda,C,0,Group stage,413.1613,782.3097,4,-5.7679
14,Papua New Guinea,C,2,Group stage,511.1789,633.8985,4,-1.9175
15,South Africa,S8_G2,8,Super 8 stage,963.0006,847.8872,7,1.0278
16,Sri Lanka,D,4,Group stage,518.1677,468.9629,4,0.7688
17,Bangladesh,S8_G1,6,Super 8 stage,845.7248,846.1106,7,-0.0034
18,Netherlands,D,2,Group stage,499.115,516.3838,4,-0.2698
19,Nepal,D,0,Group stage,429.1449,637.3184,4,-3.2527
