,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1257.9998,992.6882,9,1.8424
1,Pakistan,S8_G2,8,Super 8 stage,962.5891,810.0721,7,1.3618
2,Ireland,A,4,Group stage,523.407,486.3977,4,0.5783
3,Canada,A,0,Group stage,385.0713,684.9885,4,-4.6862
4,United States of America,A,2,Group stage,457.4692,573.4359,4,-1.812
5,England,S8_G2,14,Finalist,1280.2496,1087.3934,9,1.3393
6,Australia,S8_G1,12,Semifinalist,1107.6261,935.1312,8,1.3476
7,Namibia,B,4,Group stage,462.4992,529.2005,4,-1.0422
8,Scotland,B,2,Group stage,463.3916,557.2664,4,-1.4668
9,Oman,B,0,Group stage,429.7749,587.7992,4,-2.4691
10,New Zealand,S8_G1,10,Super 8 stage,1036.7089,783.2485,7,2.263
11,West Indies,S8_G2,10,Semifinalist,1216.6906,995.4121,8,1.7287
12,Afghanistan,C,4,Group stage,589.0169,607.4456,4,-0.2879
13,Uganda,C,0,Group stage,432.8894,750.198,4,-4.9579
14,Papua New Guinea,C,2,Group stage,494.0414,638.8126,4,-2.2621
15,South Africa,S8_G2,8,Super 8 stage,952.5182,873.4407,7,0.706
16,Sri Lanka,D,4,Group stage,516.7288,476.9457,4,0.6216
17,Bangladesh,S8_G1,6,Super 8 stage,857.9045,838.0052,7,0.1777
18,Netherlands,D,2,Group stage,478.4478,533.8466,4,-0.8656
19,Nepal,D,0,Group stage,427.4621,590.7584,4,-2.5515
