,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1251.6978,1015.8571,9,1.6378
1,Pakistan,S8_G2,8,Super 8 stage,958.5302,820.6373,7,1.2312
2,Ireland,A,4,Group stage,526.9916,502.5703,4,0.3816
3,Canada,A,0,Group stage,414.7114,690.0916,4,-4.3028
4,United States of America,A,2,Group stage,470.243,578.0715,4,-1.6848
5,England,S8_G2,10,Finalist,1274.3715,1105.0809,9,1.1756
6,Australia,S8_G1,14,Semifinalist,1111.5027,931.4203,8,1.4069
7,Namibia,B,4,Group stage,481.2459,544.3323,4,-0.9857
8,Scotland,B,2,Group stage,463.0296,530.9317,4,-1.061
9,Oman,B,0,Group stage,424.251,602.0845,4,-2.7786
10,New Zealand,S8_G1,10,Super 8 stage,1037.7988,770.3933,7,2.3875
11,West Indies,S8_G2,12,Semifinalist,1204.8758,972.0839,8,1.8187
12,Afghanistan,C,4,Group stage,574.4605,574.9716,4,-0.008
13,Uganda,C,0,Group stage,432.7973,756.3295,4,-5.0552
14,Papua New Guinea,C,2,Group stage,495.6917,643.1016,4,-2.3033
15,South Africa,S8_G2,8,Super 8 stage,972.1996,882.9366,7,0.797
16,Sri Lanka,D,4,Group stage,528.8902,471.8549,4,0.8912
17,Bangladesh,S8_G1,6,Super 8 stage,853.3975,828.3751,7,0.2234
18,Netherlands,D,2,Group stage,480.0637,547.4019,4,-1.0522
19,Nepal,D,0,Group stage,429.2021,617.4258,4,-2.941
