,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1254.257,998.0711,9,1.7791
1,Pakistan,S8_G2,6,Super 8 stage,957.3438,822.2698,7,1.206
2,Ireland,A,4,Group stage,534.2735,481.8689,4,0.8188
3,Canada,A,0,Group stage,393.1559,693.6456,4,-4.6952
4,United States of America,A,2,Group stage,442.4035,571.5057,4,-2.0172
5,England,S8_G2,12,Semifinalist,1124.6948,971.5663,8,1.1963
6,Australia,S8_G1,12,Finalist,1242.0889,1073.9347,9,1.1677
7,Namibia,B,2,Group stage,446.9859,537.6811,4,-1.4171
8,Scotland,B,4,Group stage,467.3708,520.6896,4,-0.8331
9,Oman,B,0,Group stage,438.1497,593.3152,4,-2.4245
10,New Zealand,S8_G1,10,Super 8 stage,1053.5359,784.3928,7,2.4031
11,West Indies,S8_G2,10,Semifinalist,1230.5931,985.4738,8,1.915
12,Afghanistan,C,4,Group stage,580.6381,600.0827,4,-0.3038
13,Uganda,C,2,Group stage,456.8324,741.9643,4,-4.4552
14,Papua New Guinea,C,0,Group stage,465.6442,653.1685,4,-2.9301
15,South Africa,S8_G2,10,Super 8 stage,956.0095,863.6641,7,0.8245
16,Sri Lanka,D,4,Group stage,532.7901,487.0823,4,0.7142
17,Bangladesh,S8_G1,6,Super 8 stage,845.122,846.2137,7,-0.0097
18,Netherlands,D,2,Group stage,502.3604,529.9857,4,-0.4316
19,Nepal,D,0,Group stage,441.6975,609.3712,4,-2.6199
