,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1105.9615,882.0783,8,1.7491
1,Pakistan,S8_G2,6,Super 8 stage,958.7518,825.5965,7,1.1889
2,Ireland,A,4,Group stage,517.1775,487.9261,4,0.4571
3,Canada,A,0,Group stage,383.0254,663.9048,4,-4.3887
4,United States of America,A,2,Group stage,446.8024,543.087,4,-1.5044
5,England,S8_G2,12,Champion,1275.449,1095.3283,9,1.2508
6,Australia,S8_G1,12,Finalist,1246.0933,1084.5822,9,1.1216
7,Namibia,B,2,Group stage,471.2555,541.4668,4,-1.0971
8,Scotland,B,4,Group stage,485.2098,553.6756,4,-1.0698
9,Oman,B,0,Group stage,449.3242,601.4153,4,-2.3764
10,New Zealand,S8_G1,8,Super 8 stage,1058.1452,803.2887,7,2.2755
11,West Indies,S8_G2,12,Semifinalist,1237.8648,979.0209,8,2.0222
12,Afghanistan,C,4,Group stage,592.271,632.3391,4,-0.6261
13,Uganda,C,0,Group stage,437.0208,777.2083,4,-5.3154
14,Papua New Guinea,C,2,Group stage,508.5561,634.0042,4,-1.9601
15,South Africa,S8_G2,10,Super 8 stage,956.1332,848.7337,7,0.9589
16,Sri Lanka,D,4,Group stage,517.582,492.0289,4,0.3993
17,Bangladesh,S8_G1,6,Super 8 stage,847.7425,834.3755,7,0.1193
18,Netherlands,D,2,Group stage,511.7737,515.5257,4,-0.0586
19,Nepal,D,0,Group stage,415.3633,625.9173,4,-3.2899
