,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.8377,1022.2104,9,1.6363
1,Pakistan,S8_G2,8,Super 8 stage,970.1679,825.6316,7,1.2905
2,Ireland,A,4,Group stage,515.2682,489.7996,4,0.3979
3,Canada,A,0,Group stage,382.7113,659.2055,4,-4.3202
4,United States of America,A,2,Group stage,444.9126,543.8612,4,-1.5461
5,England,S8_G2,12,Finalist,1256.7046,1072.3401,9,1.2803
6,Australia,S8_G1,10,Super 8 stage,966.2873,811.5826,7,1.3813
7,Namibia,B,4,Group stage,453.8638,536.2538,4,-1.2873
8,Scotland,B,2,Group stage,463.8658,552.3431,4,-1.3825
9,Oman,B,0,Group stage,432.5002,576.5539,4,-2.2508
10,New Zealand,S8_G1,12,Semifinalist,1190.1245,911.5031,8,2.1767
11,West Indies,S8_G2,10,Semifinalist,1205.2113,992.0916,8,1.665
12,Afghanistan,C,4,Group stage,610.3972,595.0721,4,0.2395
13,Uganda,C,0,Group stage,437.5567,731.8867,4,-4.5989
14,Papua New Guinea,C,2,Group stage,479.3856,681.1473,4,-3.1525
15,South Africa,S8_G2,8,Super 8 stage,976.3476,872.5629,7,0.9266
16,Sri Lanka,D,4,Group stage,531.747,487.0805,4,0.6979
17,Bangladesh,S8_G1,6,Super 8 stage,848.3678,845.0796,7,0.0294
18,Netherlands,D,2,Group stage,484.8085,532.6768,4,-0.7479
19,Nepal,D,0,Group stage,428.2995,597.4827,4,-2.6435
