,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1232.634,992.0023,9,1.6711
1,Pakistan,S8_G2,8,Super 8 stage,941.394,811.3466,7,1.1611
2,Ireland,A,4,Group stage,518.7151,478.777,4,0.624
3,Canada,A,0,Group stage,406.3306,661.0997,4,-3.9808
4,United States of America,A,2,Group stage,435.3559,570.253,4,-2.1078
5,England,S8_G2,14,Semifinalist,1137.1823,965.023,8,1.345
6,Australia,S8_G1,8,Super 8 stage,973.7027,810.2275,7,1.4596
7,Namibia,B,2,Group stage,452.1881,550.2876,4,-1.5328
8,Scotland,B,4,Group stage,470.1375,540.0116,4,-1.0918
9,Oman,B,0,Group stage,442.04,579.9392,4,-2.1547
10,New Zealand,S8_G1,12,Finalist,1294.2481,1041.2923,9,1.7566
11,West Indies,S8_G2,10,Semifinalist,1241.6655,956.7655,8,2.2258
12,Afghanistan,C,4,Group stage,548.3593,579.9329,4,-0.4933
13,Uganda,C,0,Group stage,432.8351,758.2472,4,-5.0846
14,Papua New Guinea,C,2,Group stage,500.114,651.9783,4,-2.3729
15,South Africa,S8_G2,8,Super 8 stage,972.6831,872.4292,7,0.8951
16,Sri Lanka,D,4,Group stage,534.5613,478.1363,4,0.8816
17,Bangladesh,S8_G1,6,Super 8 stage,871.4971,849.7739,7,0.194
18,Netherlands,D,2,Group stage,498.4381,558.2887,4,-0.9352
19,Nepal,D,0,Group stage,440.4384,638.7088,4,-3.098
