,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1247.1904,1018.6053,9,1.5874
1,Pakistan,S8_G2,8,Super 8 stage,962.9761,818.4878,7,1.2901
2,Ireland,A,4,Group stage,530.849,480.0789,4,0.7933
3,Canada,A,0,Group stage,396.1724,686.8217,4,-4.5414
4,United States of America,A,2,Group stage,453.2739,557.1207,4,-1.6226
5,England,S8_G2,12,Semifinalist,1127.4924,967.7852,8,1.2477
6,Australia,S8_G1,10,Super 8 stage,966.3426,805.6665,7,1.4346
7,Namibia,B,4,Group stage,475.8366,532.4841,4,-0.8851
8,Scotland,B,0,Group stage,459.3374,554.5416,4,-1.4876
9,Oman,B,2,Group stage,437.1632,574.671,4,-2.1486
10,New Zealand,S8_G1,12,Finalist,1282.2296,1043.6189,9,1.657
11,West Indies,S8_G2,10,Semifinalist,1213.5055,999.211,8,1.6742
12,Afghanistan,C,4,Group stage,574.7197,591.7344,4,-0.2659
13,Uganda,C,0,Group stage,448.2685,734.2673,4,-4.4687
14,Papua New Guinea,C,2,Group stage,492.3317,631.4789,4,-2.1742
15,South Africa,S8_G2,8,Super 8 stage,953.7536,865.3139,7,0.7896
16,Sri Lanka,D,4,Group stage,521.6251,484.2634,4,0.5838
17,Bangladesh,S8_G1,6,Super 8 stage,839.4377,827.3943,7,0.1075
18,Netherlands,D,2,Group stage,503.3618,533.8285,4,-0.476
19,Nepal,D,0,Group stage,425.3411,603.835,4,-2.789
