,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1259.9958,1000.9156,9,1.7992
1,Pakistan,S8_G2,8,Super 8 stage,982.356,816.1378,7,1.4841
2,Ireland,A,4,Group stage,521.2751,476.0376,4,0.7068
3,Canada,A,0,Group stage,396.0607,696.6916,4,-4.6974
4,United States of America,A,2,Group stage,458.585,574.8823,4,-1.8171
5,England,S8_G2,14,Finalist,1258.105,1094.1623,9,1.1385
6,Australia,S8_G1,8,Super 8 stage,966.8092,827.7184,7,1.2419
7,Namibia,B,4,Group stage,465.5454,522.0021,4,-0.8821
8,Scotland,B,2,Group stage,462.3576,542.6227,4,-1.2541
9,Oman,B,0,Group stage,419.4188,574.7602,4,-2.4272
10,New Zealand,S8_G1,12,Semifinalist,1150.4424,900.4143,8,1.9533
11,West Indies,S8_G2,10,Semifinalist,1230.724,995.2614,8,1.8396
12,Afghanistan,C,4,Group stage,542.1459,604.3086,4,-0.9713
13,Uganda,C,0,Group stage,440.3053,739.7381,4,-4.6786
14,Papua New Guinea,C,2,Group stage,520.915,631.5655,4,-1.7289
15,South Africa,S8_G2,8,Super 8 stage,958.475,871.6054,7,0.7756
16,Sri Lanka,D,4,Group stage,537.4362,477.5376,4,0.9359
17,Bangladesh,S8_G1,6,Super 8 stage,848.4397,834.6812,7,0.1228
18,Netherlands,D,2,Group stage,486.8008,540.96,4,-0.8462
19,Nepal,D,0,Group stage,438.8365,623.0265,4,-2.878
