,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1267.6199,999.5794,9,1.8614
1,Pakistan,S8_G2,6,Super 8 stage,940.0239,832.146,7,0.9632
2,Ireland,A,4,Group stage,514.2841,475.8317,4,0.6008
3,Canada,A,0,Group stage,387.8052,688.5375,4,-4.6989
4,United States of America,A,2,Group stage,466.1172,569.0383,4,-1.6081
5,England,S8_G2,12,Semifinalist,1145.2769,962.1903,8,1.4304
6,Australia,S8_G1,12,Finalist,1254.2268,1079.3739,9,1.2143
7,Namibia,B,4,Group stage,469.3876,539.0473,4,-1.0884
8,Scotland,B,2,Group stage,456.1017,547.1609,4,-1.4228
9,Oman,B,0,Group stage,434.1684,587.3093,4,-2.3928
10,New Zealand,S8_G1,8,Super 8 stage,1046.1614,787.0196,7,2.3138
11,West Indies,S8_G2,12,Semifinalist,1232.52,995.1283,8,1.8546
12,Afghanistan,C,4,Group stage,562.7215,578.2653,4,-0.2429
13,Uganda,C,0,Group stage,426.5729,766.7801,4,-5.3157
14,Papua New Guinea,C,2,Group stage,499.1713,628.9515,4,-2.0278
15,South Africa,S8_G2,10,Super 8 stage,955.0255,859.0481,7,0.8569
16,Sri Lanka,D,4,Group stage,527.3776,478.7791,4,0.7594
17,Bangladesh,S8_G1,6,Super 8 stage,849.0126,843.9732,7,0.045
18,Netherlands,D,2,Group stage,493.8867,540.7971,4,-0.733
19,Nepal,D,0,Group stage,424.5961,593.1004,4,-2.6329
