,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1105.4834,872.147,8,1.8229
1,Pakistan,S8_G2,6,Super 8 stage,939.4718,816.7438,7,1.0958
2,Ireland,A,4,Group stage,530.0454,471.6001,4,0.9132
3,Canada,A,0,Group stage,396.097,687.5851,4,-4.5545
4,United States of America,A,2,Group stage,443.4968,566.5071,4,-1.922
5,England,S8_G2,12,Finalist,1281.3016,1095.5477,9,1.29
6,Australia,S8_G1,12,Champion,1254.5186,1074.5928,9,1.2495
7,Namibia,B,4,Group stage,465.616,541.3326,4,-1.1831
8,Scotland,B,2,Group stage,468.2505,557.7746,4,-1.3988
9,Oman,B,0,Group stage,448.4846,599.0138,4,-2.352
10,New Zealand,S8_G1,8,Super 8 stage,1039.1582,786.2577,7,2.258
11,West Indies,S8_G2,12,Semifinalist,1233.0758,998.0318,8,1.8363
12,Afghanistan,C,4,Group stage,580.6663,608.703,4,-0.4381
13,Uganda,C,0,Group stage,448.4188,776.9557,4,-5.1334
14,Papua New Guinea,C,2,Group stage,517.4721,644.7824,4,-1.9892
15,South Africa,S8_G2,8,Super 8 stage,949.672,868.2162,7,0.7273
16,Sri Lanka,D,4,Group stage,519.9883,499.6072,4,0.3185
17,Bangladesh,S8_G1,8,Super 8 stage,849.8658,822.0842,7,0.248
18,Netherlands,D,2,Group stage,486.2887,516.5481,4,-0.4728
19,Nepal,D,0,Group stage,428.8435,582.1844,4,-2.396
