,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1250.3447,1002.629,9,1.7202
1,Pakistan,S8_G2,8,Super 8 stage,970.725,818.7585,7,1.3568
2,Ireland,A,4,Group stage,535.014,484.6096,4,0.7876
3,Canada,A,0,Group stage,385.3284,671.9222,4,-4.478
4,United States of America,A,2,Group stage,446.1655,568.553,4,-1.9123
5,England,S8_G2,12,Semifinalist,1123.5078,959.3166,8,1.2827
6,Australia,S8_G1,12,Champion,1247.528,1069.4276,9,1.2368
7,Namibia,B,2,Group stage,464.4679,540.367,4,-1.1859
8,Scotland,B,4,Group stage,462.6415,536.9716,4,-1.1614
9,Oman,B,0,Group stage,423.7923,579.7114,4,-2.4362
10,New Zealand,S8_G1,10,Super 8 stage,1057.0658,772.121,7,2.5441
11,West Indies,S8_G2,10,Semifinalist,1204.1732,981.1468,8,1.7424
12,Afghanistan,C,4,Group stage,557.7415,583.0408,4,-0.3953
13,Uganda,C,0,Group stage,429.6049,756.9677,4,-5.115
14,Papua New Guinea,C,2,Group stage,495.6023,647.4178,4,-2.3721
15,South Africa,S8_G2,8,Super 8 stage,947.0323,868.4663,7,0.7015
16,Sri Lanka,D,4,Group stage,533.7462,481.6803,4,0.8135
17,Bangladesh,S8_G1,6,Super 8 stage,847.4281,847.5823,7,-0.0014
18,Netherlands,D,2,Group stage,499.3652,534.7586,4,-0.553
19,Nepal,D,0,Group stage,444.6186,620.445,4,-2.7473
