,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1265.8775,1005.8739,9,1.8056
1,Pakistan,S8_G2,6,Super 8 stage,943.4586,806.6801,7,1.2212
2,Ireland,A,4,Group stage,537.4125,477.2669,4,0.9398
3,Canada,A,0,Group stage,393.6866,685.9743,4,-4.567
4,United States of America,A,2,Group stage,435.3579,583.1753,4,-2.3096
5,England,S8_G2,10,Super 8 stage,1004.9792,846.5245,7,1.4148
6,Australia,S8_G1,12,Finalist,1236.288,1059.2491,9,1.2294
7,Namibia,B,4,Group stage,473.0598,514.3616,4,-0.6453
8,Scotland,B,2,Group stage,460.9791,557.8527,4,-1.5136
9,Oman,B,0,Group stage,437.2685,590.7287,4,-2.3978
10,New Zealand,S8_G1,10,Super 8 stage,1064.8566,773.844,7,2.5983
11,West Indies,S8_G2,10,Semifinalist,1210.2911,975.4693,8,1.8345
12,Afghanistan,C,4,Group stage,568.493,607.8679,4,-0.6152
13,Uganda,C,0,Group stage,447.048,792.8306,4,-5.4029
14,Papua New Guinea,C,2,Group stage,523.5877,659.1205,4,-2.1177
15,South Africa,S8_G2,12,Semifinalist,1101.3715,987.9878,8,0.8858
16,Sri Lanka,D,4,Group stage,541.4041,484.8672,4,0.8834
17,Bangladesh,S8_G1,6,Super 8 stage,846.0754,844.6873,7,0.0124
18,Netherlands,D,2,Group stage,503.4368,531.8076,4,-0.4433
19,Nepal,D,0,Group stage,433.5569,642.3195,4,-3.2619
