,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1259.9341,987.2952,9,1.8933
1,Pakistan,S8_G2,8,Super 8 stage,968.2202,817.2054,7,1.3483
2,Ireland,A,4,Group stage,533.059,498.9756,4,0.5326
3,Canada,A,0,Group stage,403.257,701.8952,4,-4.6662
4,United States of America,A,2,Group stage,436.7721,569.6892,4,-2.0768
5,England,S8_G2,14,Semifinalist,1124.5795,963.3761,8,1.2594
6,Australia,S8_G1,8,Super 8 stage,966.4183,791.3797,7,1.5628
7,Namibia,B,2,Group stage,440.7807,542.6409,4,-1.5916
8,Scotland,B,4,Group stage,495.2004,523.156,4,-0.4368
9,Oman,B,0,Group stage,435.0993,588.8399,4,-2.4022
10,New Zealand,S8_G1,12,Champion,1304.6271,1051.0235,9,1.7611
11,West Indies,S8_G2,10,Semifinalist,1219.7513,980.5036,8,1.8691
12,Afghanistan,C,4,Group stage,567.9846,568.5353,4,-0.0086
13,Uganda,C,0,Group stage,444.2578,761.5187,4,-4.9572
14,Papua New Guinea,C,2,Group stage,499.5443,649.4452,4,-2.3422
15,South Africa,S8_G2,8,Super 8 stage,938.1947,869.6759,7,0.6118
16,Sri Lanka,D,4,Group stage,520.3737,477.3067,4,0.6729
17,Bangladesh,S8_G1,6,Super 8 stage,834.7861,847.9943,7,-0.1179
18,Netherlands,D,2,Group stage,501.0651,523.579,4,-0.3518
19,Nepal,D,0,Group stage,430.229,610.0991,4,-2.8105
