,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1275.4975,1011.7083,9,1.8319
1,Pakistan,S8_G2,6,Super 8 stage,958.478,823.1224,7,1.2085
2,Ireland,A,4,Group stage,523.7254,477.6607,4,0.7198
3,Canada,A,0,Group stage,391.3273,668.6515,4,-4.3332
4,United States of America,A,2,Group stage,435.379,572.5563,4,-2.1434
5,England,S8_G2,12,Finalist,1258.1872,1111.2466,9,1.0204
6,Australia,S8_G1,10,Super 8 stage,998.9277,821.0372,7,1.5883
7,Namibia,B,2,Group stage,448.4954,535.1626,4,-1.3542
8,Scotland,B,4,Group stage,471.0093,550.8489,4,-1.2475
9,Oman,B,0,Group stage,443.4274,571.8105,4,-2.006
10,New Zealand,S8_G1,12,Semifinalist,1193.1969,936.1008,8,2.0086
11,West Indies,S8_G2,10,Semifinalist,1219.5791,967.7375,8,1.9675
12,Afghanistan,C,4,Group stage,594.4162,614.0111,4,-0.3062
13,Uganda,C,0,Group stage,446.5004,762.2692,4,-4.9339
14,Papua New Guinea,C,2,Group stage,506.8479,652.0165,4,-2.2683
15,South Africa,S8_G2,10,Super 8 stage,951.5288,859.4872,7,0.8218
16,Sri Lanka,S8_G1,6,Super 8 stage,885.4119,894.0622,7,-0.0772
17,Bangladesh,D,4,Group stage,511.8742,467.3478,4,0.6957
18,Netherlands,D,2,Group stage,494.232,523.0898,4,-0.4509
19,Nepal,D,0,Group stage,428.276,616.3906,4,-2.9393
