,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1244.1281,1007.0596,9,1.6463
1,Pakistan,S8_G2,6,Super 8 stage,964.2444,812.0186,7,1.3592
2,Ireland,A,4,Group stage,502.4812,482.2475,4,0.3162
3,Canada,A,0,Group stage,391.9005,666.6772,4,-4.2934
4,United States of America,A,2,Group stage,458.7676,573.953,4,-1.7998
5,England,S8_G2,14,Semifinalist,1125.8248,969.7922,8,1.219
6,Australia,S8_G1,8,Super 8 stage,987.5308,814.6064,7,1.544
7,Namibia,B,4,Group stage,478.4287,533.4108,4,-0.8591
8,Scotland,B,2,Group stage,482.2166,547.6482,4,-1.0224
9,Oman,B,0,Group stage,428.5859,599.3711,4,-2.6685
10,New Zealand,S8_G1,14,Semifinalist,1147.7865,909.3397,8,1.8629
11,West Indies,S8_G2,10,Finalist,1327.29,1107.3205,9,1.5276
12,Afghanistan,C,4,Group stage,579.1746,569.7579,4,0.1471
13,Uganda,C,0,Group stage,435.2128,767.154,4,-5.1866
14,Papua New Guinea,C,2,Group stage,527.1842,645.9484,4,-1.8557
15,South Africa,S8_G2,10,Super 8 stage,953.8942,867.4623,7,0.7717
16,Sri Lanka,D,4,Group stage,535.1769,472.547,4,0.9786
17,Bangladesh,S8_G1,6,Super 8 stage,854.466,840.4874,7,0.1248
18,Netherlands,D,2,Group stage,476.1619,555.746,4,-1.2435
19,Nepal,D,0,Group stage,430.6894,588.5969,4,-2.4673
