,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.1457,1009.0767,9,1.7227
1,Pakistan,S8_G2,8,Super 8 stage,973.6837,822.1057,7,1.3534
2,Ireland,A,4,Group stage,507.4637,476.8022,4,0.4791
3,Canada,A,0,Group stage,380.4807,650.4436,4,-4.2182
4,United States of America,A,2,Group stage,447.6932,571.63,4,-1.9365
5,England,S8_G2,12,Finalist,1260.8082,1095.2233,9,1.1499
6,Australia,S8_G1,12,Semifinalist,1111.8865,940.6903,8,1.3375
7,Namibia,B,2,Group stage,449.2919,545.3242,4,-1.5005
8,Scotland,B,4,Group stage,461.0933,526.8016,4,-1.0267
9,Oman,B,0,Group stage,426.0286,564.5056,4,-2.1637
10,New Zealand,S8_G1,10,Super 8 stage,1023.1513,772.3323,7,2.2395
11,West Indies,S8_G2,10,Semifinalist,1210.3623,990.2609,8,1.7195
12,Afghanistan,C,4,Group stage,565.4006,574.1406,4,-0.1366
13,Uganda,C,0,Group stage,439.4085,754.226,4,-4.919
14,Papua New Guinea,C,2,Group stage,482.4795,619.1258,4,-2.1351
15,South Africa,S8_G2,8,Super 8 stage,954.1303,881.5201,7,0.6483
16,Sri Lanka,D,4,Group stage,538.2206,461.894,4,1.1926
17,Bangladesh,S8_G1,6,Super 8 stage,851.4756,842.8657,7,0.0769
18,Netherlands,D,2,Group stage,473.8429,530.0348,4,-0.878
19,Nepal,D,0,Group stage,436.7444,621.7881,4,-2.8913
