,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1246.71,986.3503,9,1.8081
1,Pakistan,S8_G2,8,Super 8 stage,944.952,809.3756,7,1.2105
2,Ireland,A,4,Group stage,520.4916,484.1882,4,0.5672
3,Canada,A,0,Group stage,382.3242,646.6015,4,-4.1293
4,United States of America,A,2,Group stage,435.3286,562.7623,4,-1.9912
5,England,S8_G2,14,Semifinalist,1132.2664,964.2355,8,1.3127
6,Australia,S8_G1,10,Super 8 stage,985.7749,808.4877,7,1.5829
7,Namibia,B,4,Group stage,461.4126,532.9576,4,-1.1179
8,Scotland,B,2,Group stage,481.1515,558.0717,4,-1.2019
9,Oman,B,0,Group stage,433.4175,592.644,4,-2.4879
10,New Zealand,S8_G1,10,Finalist,1301.4628,1037.827,9,1.8308
11,West Indies,S8_G2,8,Super 8 stage,1110.5652,849.15,7,2.3341
12,Afghanistan,C,4,Group stage,578.3436,610.6152,4,-0.5042
13,Uganda,C,0,Group stage,439.3237,763.2965,4,-5.0621
14,Papua New Guinea,C,2,Group stage,493.4937,657.833,4,-2.5678
15,South Africa,S8_G2,10,Semifinalist,1065.1184,1007.7933,8,0.4479
16,Sri Lanka,D,4,Group stage,540.7675,478.9936,4,0.9652
17,Bangladesh,S8_G1,6,Super 8 stage,866.4719,836.17,7,0.2706
18,Netherlands,D,2,Group stage,487.5435,545.709,4,-0.9088
19,Nepal,D,0,Group stage,432.7649,606.6227,4,-2.7165
