,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1278.2364,1003.4162,9,1.9085
1,Pakistan,S8_G2,6,Super 8 stage,953.9356,829.8963,7,1.1075
2,Ireland,A,4,Group stage,538.0417,476.0952,4,0.9679
3,Canada,A,0,Group stage,370.359,682.4206,4,-4.876
4,United States of America,A,2,Group stage,440.8758,552.9512,4,-1.7512
5,England,S8_G2,10,Semifinalist,1118.7992,974.2972,8,1.1289
6,Australia,S8_G1,12,Semifinalist,1110.6519,948.1219,8,1.2698
7,Namibia,B,4,Group stage,475.4247,535.7652,4,-0.9428
8,Scotland,B,2,Group stage,473.5434,553.799,4,-1.254
9,Oman,B,0,Group stage,418.487,571.8904,4,-2.3969
10,New Zealand,S8_G1,10,Super 8 stage,1028.6674,780.7144,7,2.2139
11,West Indies,S8_G2,12,Finalist,1335.9108,1119.7871,9,1.5009
12,Afghanistan,C,2,Group stage,559.2083,584.8702,4,-0.401
13,Uganda,C,0,Group stage,415.5316,770.5601,4,-5.5473
14,Papua New Guinea,C,4,Group stage,541.9861,614.9124,4,-1.1395
15,South Africa,S8_G2,10,Super 8 stage,962.1969,864.2231,7,0.8748
16,Sri Lanka,D,4,Group stage,534.4208,472.9032,4,0.9612
17,Bangladesh,S8_G1,6,Super 8 stage,861.6066,843.0855,7,0.1654
18,Netherlands,D,2,Group stage,475.016,544.3977,4,-1.0841
19,Nepal,D,0,Group stage,439.6206,608.4127,4,-2.6374
