,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1240.0581,1018.6493,9,1.5376
1,Pakistan,S8_G2,8,Super 8 stage,963.3124,813.1387,7,1.3408
2,Ireland,A,4,Group stage,504.5059,484.8483,4,0.3071
3,Canada,A,0,Group stage,379.4098,670.4739,4,-4.5479
4,United States of America,A,2,Group stage,451.9883,552.3095,4,-1.5675
5,England,S8_G2,14,Semifinalist,1131.1516,970.9937,8,1.2512
6,Australia,S8_G1,10,Super 8 stage,987.2981,806.5785,7,1.6136
7,Namibia,B,4,Group stage,493.6353,531.4835,4,-0.5914
8,Scotland,B,2,Group stage,465.6393,564.6972,4,-1.5478
9,Oman,B,0,Group stage,420.7759,581.4993,4,-2.5113
10,New Zealand,S8_G1,12,Finalist,1295.0058,1027.6502,9,1.8566
11,West Indies,S8_G2,8,Super 8 stage,1089.8803,850.1385,7,2.1406
12,Afghanistan,C,4,Group stage,573.3912,588.7582,4,-0.2401
13,Uganda,C,0,Group stage,450.0011,725.1269,4,-4.2988
14,Papua New Guinea,C,2,Group stage,474.0819,667.3329,4,-3.0195
15,South Africa,S8_G2,10,Semifinalist,1085.0394,993.6883,8,0.7137
16,Sri Lanka,S8_G1,6,Super 8 stage,869.4428,878.1497,7,-0.0777
17,Bangladesh,D,4,Group stage,529.5848,444.5626,4,1.3285
18,Netherlands,D,2,Group stage,514.3315,524.1939,4,-0.1541
19,Nepal,D,0,Group stage,411.1351,635.3955,4,-3.5041
