,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1264.575,1004.0198,9,1.8094
1,Pakistan,S8_G2,6,Super 8 stage,962.5428,834.3164,7,1.1449
2,Ireland,A,4,Group stage,520.3287,475.8208,4,0.6954
3,Canada,A,0,Group stage,379.3246,689.2631,4,-4.8428
4,United States of America,A,2,Group stage,448.4962,556.8127,4,-1.6924
5,England,S8_G2,14,Finalist,1284.3523,1094.3689,9,1.3193
6,Australia,S8_G1,10,Super 8 stage,976.0909,809.5519,7,1.487
7,Namibia,B,4,Group stage,478.3419,556.1512,4,-1.2158
8,Scotland,B,2,Group stage,480.3791,559.697,4,-1.2393
9,Oman,B,0,Group stage,446.5091,600.4515,4,-2.4054
10,New Zealand,S8_G1,10,Semifinalist,1179.8698,900.313,8,2.184
11,West Indies,S8_G2,10,Semifinalist,1213.2314,976.9527,8,1.8459
12,Afghanistan,C,4,Group stage,570.6191,609.745,4,-0.6113
13,Uganda,C,0,Group stage,466.4972,743.4612,4,-4.3276
14,Papua New Guinea,C,2,Group stage,471.0368,643.3716,4,-2.6927
15,South Africa,S8_G2,10,Super 8 stage,943.029,876.1219,7,0.5974
16,Sri Lanka,D,4,Group stage,511.6186,483.8547,4,0.4338
17,Bangladesh,S8_G1,6,Super 8 stage,851.8866,853.9488,7,-0.0184
18,Netherlands,D,2,Group stage,491.5885,528.8094,4,-0.5816
19,Nepal,D,0,Group stage,441.4825,584.7685,4,-2.2388
