,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1254.1413,1006.869,9,1.7172
1,Pakistan,S8_G2,8,Super 8 stage,966.5042,819.3641,7,1.3138
2,Ireland,A,4,Group stage,507.8427,473.9631,4,0.5294
3,Canada,A,0,Group stage,386.3445,667.0153,4,-4.3855
4,United States of America,A,2,Group stage,455.1414,578.9142,4,-1.934
5,England,S8_G2,12,Semifinalist,1134.1778,955.0345,8,1.3996
6,Australia,S8_G1,12,Super 8 stage,982.4288,809.2133,7,1.5466
7,Namibia,B,4,Group stage,474.2728,529.9439,4,-0.8699
8,Scotland,B,2,Group stage,462.8255,549.4876,4,-1.3541
9,Oman,B,0,Group stage,431.1367,600.1766,4,-2.6412
10,New Zealand,S8_G1,12,Finalist,1315.6555,1045.6339,9,1.8751
11,West Indies,S8_G2,10,Semifinalist,1221.8282,984.9079,8,1.8509
12,Afghanistan,C,4,Group stage,597.7524,586.5241,4,0.1754
13,Uganda,C,0,Group stage,442.4144,808.6595,4,-5.7226
14,Papua New Guinea,C,2,Group stage,516.8359,638.6041,4,-1.9026
15,South Africa,S8_G2,8,Super 8 stage,941.27,858.8572,7,0.7358
16,Sri Lanka,D,4,Group stage,524.0528,475.9692,4,0.7513
17,Bangladesh,S8_G1,6,Super 8 stage,862.1878,844.2377,7,0.1603
18,Netherlands,D,2,Group stage,484.5545,527.1022,4,-0.6648
19,Nepal,D,0,Group stage,409.4439,610.3335,4,-3.1389
