,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1251.6032,993.5244,9,1.7922
1,Pakistan,S8_G2,8,Super 8 stage,946.0664,834.5732,7,0.9955
2,Ireland,A,4,Group stage,516.3594,476.3402,4,0.6253
3,Canada,A,0,Group stage,388.9514,689.5199,4,-4.6964
4,United States of America,A,2,Group stage,468.5828,550.8491,4,-1.2854
5,England,S8_G2,12,Semifinalist,1136.8971,977.6921,8,1.2438
6,Australia,S8_G1,12,Super 8 stage,975.07,807.5012,7,1.4962
7,Namibia,B,2,Group stage,468.0907,546.5271,4,-1.2256
8,Scotland,B,4,Group stage,472.8348,548.7726,4,-1.1865
9,Oman,B,0,Group stage,449.9049,590.7192,4,-2.2002
10,New Zealand,S8_G1,12,Finalist,1272.5588,1031.9681,9,1.6708
11,West Indies,S8_G2,10,Semifinalist,1210.939,986.3327,8,1.7547
12,Afghanistan,C,4,Group stage,581.2271,598.096,4,-0.2636
13,Uganda,C,0,Group stage,419.2242,722.5131,4,-4.7389
14,Papua New Guinea,C,2,Group stage,502.7018,633.0022,4,-2.0359
15,South Africa,S8_G2,8,Super 8 stage,972.7145,866.557,7,0.9478
16,Sri Lanka,D,4,Group stage,516.6901,484.2917,4,0.5062
17,Bangladesh,S8_G1,6,Super 8 stage,849.2168,827.3137,7,0.1956
18,Netherlands,D,2,Group stage,500.3737,541.9046,4,-0.6489
19,Nepal,D,0,Group stage,429.1039,621.1125,4,-3.0001
