,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.65,1006.6746,9,1.7846
1,Pakistan,S8_G2,8,Super 8 stage,945.8851,798.9886,7,1.3116
2,Ireland,A,4,Group stage,530.3811,476.5114,4,0.8417
3,Canada,A,0,Group stage,383.5199,675.9063,4,-4.5685
4,United States of America,A,2,Group stage,441.5547,574.6478,4,-2.0796
5,England,S8_G2,12,Semifinalist,1148.1222,968.5225,8,1.4031
6,Australia,S8_G1,12,Finalist,1231.2835,1059.2147,9,1.1949
7,Namibia,B,2,Group stage,450.1982,540.2004,4,-1.4063
8,Scotland,B,4,Group stage,467.8488,540.3003,4,-1.1321
9,Oman,B,0,Group stage,430.0852,577.5814,4,-2.3046
10,New Zealand,S8_G1,10,Super 8 stage,1025.1239,770.1962,7,2.2761
11,West Indies,S8_G2,10,Semifinalist,1204.1689,978.5443,8,1.7627
12,Afghanistan,C,4,Group stage,580.1689,601.0595,4,-0.3264
13,Uganda,C,0,Group stage,441.2535,744.5449,4,-4.7389
14,Papua New Guinea,C,2,Group stage,506.155,653.6819,4,-2.3051
15,South Africa,S8_G2,8,Super 8 stage,954.034,866.2598,7,0.7837
16,Sri Lanka,D,4,Group stage,531.4458,480.5161,4,0.7958
17,Bangladesh,S8_G1,6,Super 8 stage,833.9134,837.0231,7,-0.0278
18,Netherlands,D,2,Group stage,490.6331,543.0389,4,-0.8188
19,Nepal,D,0,Group stage,442.0013,608.014,4,-2.5939
