,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1133.9185,892.3328,8,1.8874
1,Pakistan,S8_G2,8,Super 8 stage,953.2501,818.0709,7,1.207
2,Ireland,A,4,Group stage,533.7626,472.6807,4,0.9544
3,Canada,A,0,Group stage,403.0198,686.808,4,-4.4342
4,United States of America,A,2,Group stage,435.4619,585.9777,4,-2.3518
5,England,S8_G2,12,Champion,1279.3565,1102.2475,9,1.2299
6,Australia,S8_G1,12,Finalist,1282.8649,1081.382,9,1.3992
7,Namibia,B,2,Group stage,440.656,541.0551,4,-1.5687
8,Scotland,B,4,Group stage,478.9042,548.7577,4,-1.0915
9,Oman,B,0,Group stage,442.9561,583.4291,4,-2.1949
10,New Zealand,S8_G1,8,Super 8 stage,1076.3097,772.2758,7,2.7146
11,West Indies,S8_G2,12,Semifinalist,1228.3671,988.7053,8,1.8724
12,Afghanistan,C,4,Group stage,570.9558,580.0404,4,-0.1419
13,Uganda,C,0,Group stage,420.2173,764.5241,4,-5.3798
14,Papua New Guinea,C,2,Group stage,481.6719,649.0188,4,-2.6148
15,South Africa,S8_G2,8,Super 8 stage,960.9043,872.0542,7,0.7933
16,Sri Lanka,S8_G1,6,Super 8 stage,870.4835,887.2106,7,-0.1493
17,Bangladesh,D,4,Group stage,506.6861,462.2943,4,0.6936
18,Netherlands,D,2,Group stage,497.8419,519.4697,4,-0.3379
19,Nepal,D,0,Group stage,427.0293,616.2829,4,-2.9571
