,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1232.6756,1025.9838,9,1.4354
1,Pakistan,S8_G2,8,Super 8 stage,954.4005,813.3567,7,1.2593
2,Ireland,A,4,Group stage,542.7025,464.8868,4,1.2159
3,Canada,A,0,Group stage,392.1217,694.7395,4,-4.7284
4,United States of America,A,2,Group stage,459.6288,565.0382,4,-1.647
5,England,S8_G2,14,Semifinalist,1118.4893,960.8383,8,1.2316
6,Australia,S8_G1,10,Super 8 stage,968.264,803.3396,7,1.4725
7,Namibia,B,2,Group stage,465.5002,535.1706,4,-1.0886
8,Scotland,B,4,Group stage,471.1069,532.3827,4,-0.9574
9,Oman,B,0,Group stage,427.5532,583.1198,4,-2.4307
10,New Zealand,S8_G1,12,Finalist,1297.1442,1037.0158,9,1.8064
11,West Indies,S8_G2,10,Semifinalist,1207.7746,970.7723,8,1.8516
12,Afghanistan,C,4,Group stage,576.3042,580.3526,4,-0.0633
13,Uganda,C,0,Group stage,425.9423,760.8898,4,-5.2336
14,Papua New Guinea,C,2,Group stage,518.9489,652.0662,4,-2.08
15,South Africa,S8_G2,8,Super 8 stage,956.2227,880.8614,7,0.6729
16,Sri Lanka,D,4,Group stage,522.0883,464.0168,4,0.9074
17,Bangladesh,S8_G1,6,Super 8 stage,832.5607,834.8588,7,-0.0205
18,Netherlands,D,2,Group stage,490.1046,537.2411,4,-0.7365
19,Nepal,D,0,Group stage,421.7735,584.3756,4,-2.5407
