,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1270.8593,1015.6835,9,1.7721
1,Pakistan,S8_G2,8,Super 8 stage,963.779,826.1382,7,1.2289
2,Ireland,A,4,Group stage,521.4754,490.7679,4,0.4798
3,Canada,A,0,Group stage,379.7173,671.6686,4,-4.5617
4,United States of America,A,2,Group stage,458.5983,565.7332,4,-1.674
5,England,S8_G2,14,Champion,1261.8883,1085.7772,9,1.223
6,Australia,S8_G1,10,Super 8 stage,968.1127,814.7459,7,1.3693
7,Namibia,B,4,Group stage,450.5959,532.8606,4,-1.2854
8,Scotland,B,2,Group stage,458.8994,550.8104,4,-1.4361
9,Oman,B,0,Group stage,456.5521,571.08,4,-1.7895
10,New Zealand,S8_G1,10,Semifinalist,1203.1606,916.789,8,2.2373
11,West Indies,S8_G2,10,Semifinalist,1231.1668,978.5599,8,1.9735
12,Afghanistan,C,4,Group stage,554.1057,600.6461,4,-0.7272
13,Uganda,C,0,Group stage,430.5901,778.1671,4,-5.4309
14,Papua New Guinea,C,2,Group stage,513.1145,654.3312,4,-2.2065
15,South Africa,S8_G2,8,Super 8 stage,943.968,868.8087,7,0.6711
16,Sri Lanka,D,4,Group stage,532.2311,475.4691,4,0.8869
17,Bangladesh,S8_G1,6,Super 8 stage,847.8898,839.3278,7,0.0764
18,Netherlands,D,2,Group stage,493.0431,526.2816,4,-0.5194
19,Nepal,D,0,Group stage,417.8347,593.9363,4,-2.7516
