,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1256.0434,1026.7006,9,1.5927
1,Pakistan,S8_G2,6,Super 8 stage,930.7117,830.0899,7,0.8984
2,Ireland,A,4,Group stage,512.9181,486.2568,4,0.4166
3,Canada,A,0,Group stage,388.024,644.2794,4,-4.004
4,United States of America,A,2,Group stage,446.679,541.2142,4,-1.4771
5,England,S8_G2,14,Finalist,1277.0381,1082.7641,9,1.3491
6,Australia,S8_G1,12,Semifinalist,1122.8638,930.5958,8,1.5021
7,Namibia,B,2,Group stage,471.0321,537.6238,4,-1.0405
8,Scotland,B,4,Group stage,485.7716,556.5773,4,-1.1063
9,Oman,B,0,Group stage,431.9203,634.9504,4,-3.1723
10,New Zealand,S8_G1,10,Super 8 stage,1023.5479,779.0785,7,2.1828
11,West Indies,S8_G2,10,Semifinalist,1240.0835,972.3036,8,2.092
12,Afghanistan,C,4,Group stage,574.9385,579.5031,4,-0.0713
13,Uganda,C,0,Group stage,452.3982,793.1819,4,-5.3247
14,Papua New Guinea,C,2,Group stage,484.8684,636.905,4,-2.3756
15,South Africa,S8_G2,10,Super 8 stage,977.8004,852.2721,7,1.1208
16,Sri Lanka,D,4,Group stage,527.3685,479.7682,4,0.7438
17,Bangladesh,S8_G1,6,Super 8 stage,857.6986,841.8215,7,0.1418
18,Netherlands,D,2,Group stage,483.9668,552.8298,4,-1.076
19,Nepal,D,0,Group stage,430.7838,617.7406,4,-2.9212
